comment,username,nickname,likes,noOfRepliedComments,posted_date,extracted_date,video_link,video_likes,video_comments,video_shared,video_posted_date,video_views,video_image_link
setuju kak.. masa kempen dulu banyak isu yg dia pertikai tp sekarang dia yg buat.lepas ni xtau apa plak,@jango1391,husseni ,8,0,2023-2-2,2023-02-07,https://www.tiktok.com/@ainurhassim/video/7195181136845229318,305,151,93,2023-2-2,12.8K,https://p16-sign-va.tiktokcdn.com/obj/tos-maliva-p-0068/0a79b0ac6e68450bb456a6c84a063e87_1675258662?x-expires=1675767600&x-signature=oOjpZAT9wWhWuA6cjpgfp93wYL4%3D
klu orang kena bayar pm10 nak jimat duit,@norazah177,norazah177 ,0,0,2023-2-7,2023-02-07,https://www.tiktok.com/@ainurhassim/video/7195181136845229318,305,151,93,2023-2-2,12.8K,https://p16-sign-va.tiktokcdn.com/obj/tos-maliva-p-0068/0a79b0ac6e68450bb456a6c84a063e87_1675258662?x-expires=1675767600&x-signature=oOjpZAT9wWhWuA6cjpgfp93wYL4%3D
betul-betul sy setuju apa awak ckp,@sinaranmentari193,sinaranmentari193 ,0,0,2023-2-6,2023-02-07,https://www.tiktok.com/@ainurhassim/video/7195181136845229318,305,151,93,2023-2-2,12.8K,https://p16-sign-va.tiktokcdn.com/obj/tos-maliva-p-0068/0a79b0ac6e68450bb456a6c84a063e87_1675258662?x-expires=1675767600&x-signature=oOjpZAT9wWhWuA6cjpgfp93wYL4%3D
Saya x nampak lg team dsai ni buat apa,@rosemohd71,Rose Mohd ,0,0,2023-2-6,2023-02-07,https://www.tiktok.com/@ainurhassim/video/7195181136845229318,305,151,93,2023-2-2,12.8K,https://p16-sign-va.tiktokcdn.com/obj/tos-maliva-p-0068/0a79b0ac6e68450bb456a6c84a063e87_1675258662?x-expires=1675767600&x-signature=oOjpZAT9wWhWuA6cjpgfp93wYL4%3D
"Sangat setuju N Izzah dilantik sebagai penasihat, save kos, pola fikir, penyelesaian, baikpulih, intagriti, kreatif dan masi muda dpt bantu bapanya",@ahmadjasnijas,Ahmad Jasni Jas ,1,0,2023-2-5,2023-02-07,https://www.tiktok.com/@ainurhassim/video/7195181136845229318,305,151,93,2023-2-2,12.8K,https://p16-sign-va.tiktokcdn.com/obj/tos-maliva-p-0068/0a79b0ac6e68450bb456a6c84a063e87_1675258662?x-expires=1675767600&x-signature=oOjpZAT9wWhWuA6cjpgfp93wYL4%3D
cant agree more 🙂,@marlinkhalid,marlinkhalid ,0,0,2023-2-5,2023-02-07,https://www.tiktok.com/@ainurhassim/video/7195181136845229318,305,151,93,2023-2-2,12.8K,https://p16-sign-va.tiktokcdn.com/obj/tos-maliva-p-0068/0a79b0ac6e68450bb456a6c84a063e87_1675258662?x-expires=1675767600&x-signature=oOjpZAT9wWhWuA6cjpgfp93wYL4%3D
Kak part berlakon “Izzah… papa “ tu comel 😂😂,@mymyrul,mymyrul ,0,0,2023-2-5,2023-02-07,https://www.tiktok.com/@ainurhassim/video/7195181136845229318,305,151,93,2023-2-2,12.8K,https://p16-sign-va.tiktokcdn.com/obj/tos-maliva-p-0068/0a79b0ac6e68450bb456a6c84a063e87_1675258662?x-expires=1675767600&x-signature=oOjpZAT9wWhWuA6cjpgfp93wYL4%3D
betul tu.....,@lahhassan33,Abdullah Hassan ,0,0,2023-2-5,2023-02-07,https://www.tiktok.com/@ainurhassim/video/7195181136845229318,305,151,93,2023-2-2,12.8K,https://p16-sign-va.tiktokcdn.com/obj/tos-maliva-p-0068/0a79b0ac6e68450bb456a6c84a063e87_1675258662?x-expires=1675767600&x-signature=oOjpZAT9wWhWuA6cjpgfp93wYL4%3D
betul sangat,@ruhainitamohdnor,Ruhainita Mohd nor ,0,0,2023-2-4,2023-02-07,https://www.tiktok.com/@ainurhassim/video/7195181136845229318,305,151,93,2023-2-2,12.8K,https://p16-sign-va.tiktokcdn.com/obj/tos-maliva-p-0068/0a79b0ac6e68450bb456a6c84a063e87_1675258662?x-expires=1675767600&x-signature=oOjpZAT9wWhWuA6cjpgfp93wYL4%3D
setuju sgt..,@faridahibrahim18,Faridahibrahim ,0,0,2023-2-4,2023-02-07,https://www.tiktok.com/@ainurhassim/video/7195181136845229318,305,151,93,2023-2-2,12.8K,https://p16-sign-va.tiktokcdn.com/obj/tos-maliva-p-0068/0a79b0ac6e68450bb456a6c84a063e87_1675258662?x-expires=1675767600&x-signature=oOjpZAT9wWhWuA6cjpgfp93wYL4%3D
yg ckp tu bukan apa sis takut kena pecat,@nor50372,nor ,0,0,2023-2-4,2023-02-07,https://www.tiktok.com/@ainurhassim/video/7195181136845229318,305,151,93,2023-2-2,12.8K,https://p16-sign-va.tiktokcdn.com/obj/tos-maliva-p-0068/0a79b0ac6e68450bb456a6c84a063e87_1675258662?x-expires=1675767600&x-signature=oOjpZAT9wWhWuA6cjpgfp93wYL4%3D
tahniah PMX dan Nurul Izzah ...teruskan kerja2 baik dan abaikan semua kritikan yang tak membina,@dssprit,ouvert d'esprit ,1,0,2023-2-4,2023-02-07,https://www.tiktok.com/@ainurhassim/video/7195181136845229318,305,151,93,2023-2-2,12.8K,https://p16-sign-va.tiktokcdn.com/obj/tos-maliva-p-0068/0a79b0ac6e68450bb456a6c84a063e87_1675258662?x-expires=1675767600&x-signature=oOjpZAT9wWhWuA6cjpgfp93wYL4%3D
Betul tu...👍,@senyumsokmo33,upinipin ,0,0,2023-2-4,2023-02-07,https://www.tiktok.com/@ainurhassim/video/7195181136845229318,305,151,93,2023-2-2,12.8K,https://p16-sign-va.tiktokcdn.com/obj/tos-maliva-p-0068/0a79b0ac6e68450bb456a6c84a063e87_1675258662?x-expires=1675767600&x-signature=oOjpZAT9wWhWuA6cjpgfp93wYL4%3D
saya sokong,@rohanimohdsaat,amy ,0,0,2023-2-4,2023-02-07,https://www.tiktok.com/@ainurhassim/video/7195181136845229318,305,151,93,2023-2-2,12.8K,https://p16-sign-va.tiktokcdn.com/obj/tos-maliva-p-0068/0a79b0ac6e68450bb456a6c84a063e87_1675258662?x-expires=1675767600&x-signature=oOjpZAT9wWhWuA6cjpgfp93wYL4%3D
