comment,username,nickname,likes,noOfRepliedComments,posted_date,extracted_date,video_link,video_likes,video_comments,video_shared,video_posted_date,video_views,video_image_link
😂😂😂😂,@ujangku73,ujangku73 ,0,0,2023-2-1,2023-02-07,https://www.tiktok.com/@ibnurrahmat81/video/7194086802112728346,35,28,Share,2023-1-29,1096,https://p16-sign-va.tiktokcdn.com/obj/tos-useast2a-p-0037-aiso/oQwXsuhIEhoxng6tkhfnWvjwj9Pz7BAmzA0KAN?x-expires=1675767600&x-signature=UlDkwINCarH94nAUBKYFYDjXWGI%3D
"jgn risau, ni pmx dh bncg dgn menteri kewangan sblum ni. konfem keje free 😂",@m4na23,Turtle Rabbit Kay ,0,0,2023-1-30,2023-02-07,https://www.tiktok.com/@ibnurrahmat81/video/7194086802112728346,35,28,Share,2023-1-29,1096,https://p16-sign-va.tiktokcdn.com/obj/tos-useast2a-p-0037-aiso/oQwXsuhIEhoxng6tkhfnWvjwj9Pz7BAmzA0KAN?x-expires=1675767600&x-signature=UlDkwINCarH94nAUBKYFYDjXWGI%3D
Ohhh ini rupanya reformasi yg d prjuangkn selama ini... Reform kpd family government,@khairuzamankadir,Khairuzaman Kadir ,0,0,2023-1-30,2023-02-07,https://www.tiktok.com/@ibnurrahmat81/video/7194086802112728346,35,28,Share,2023-1-29,1096,https://p16-sign-va.tiktokcdn.com/obj/tos-useast2a-p-0037-aiso/oQwXsuhIEhoxng6tkhfnWvjwj9Pz7BAmzA0KAN?x-expires=1675767600&x-signature=UlDkwINCarH94nAUBKYFYDjXWGI%3D
x dibayar elaun .. faktq tuh.,@mhfkawakib,mhfkawakib ,0,1,2023-1-30,2023-02-07,https://www.tiktok.com/@ibnurrahmat81/video/7194086802112728346,35,28,Share,2023-1-29,1096,https://p16-sign-va.tiktokcdn.com/obj/tos-useast2a-p-0037-aiso/oQwXsuhIEhoxng6tkhfnWvjwj9Pz7BAmzA0KAN?x-expires=1675767600&x-signature=UlDkwINCarH94nAUBKYFYDjXWGI%3D
Alhmdullah.. Amanah n brakal mula Trbaik 🥰🥰🥰🥰🥰,@hanifahshooter,Hanifah6821 ,1,0,2023-1-30,2023-02-07,https://www.tiktok.com/@ibnurrahmat81/video/7194086802112728346,35,28,Share,2023-1-29,1096,https://p16-sign-va.tiktokcdn.com/obj/tos-useast2a-p-0037-aiso/oQwXsuhIEhoxng6tkhfnWvjwj9Pz7BAmzA0KAN?x-expires=1675767600&x-signature=UlDkwINCarH94nAUBKYFYDjXWGI%3D
itu mata2 ayahnya...hahaha...terbaikk DSAI,@lamanidaman,zahirrazali ,2,0,2023-1-30,2023-02-07,https://www.tiktok.com/@ibnurrahmat81/video/7194086802112728346,35,28,Share,2023-1-29,1096,https://p16-sign-va.tiktokcdn.com/obj/tos-useast2a-p-0037-aiso/oQwXsuhIEhoxng6tkhfnWvjwj9Pz7BAmzA0KAN?x-expires=1675767600&x-signature=UlDkwINCarH94nAUBKYFYDjXWGI%3D
Madani.. Melantik anak dan bini😂😂😂,@mie_mohd,miemohd ,3,3,2023-1-30,2023-02-07,https://www.tiktok.com/@ibnurrahmat81/video/7194086802112728346,35,28,Share,2023-1-29,1096,https://p16-sign-va.tiktokcdn.com/obj/tos-useast2a-p-0037-aiso/oQwXsuhIEhoxng6tkhfnWvjwj9Pz7BAmzA0KAN?x-expires=1675767600&x-signature=UlDkwINCarH94nAUBKYFYDjXWGI%3D
saya ulammmmm,@roslanabrahman525,roslanabrahman525 ,2,0,2023-1-30,2023-02-07,https://www.tiktok.com/@ibnurrahmat81/video/7194086802112728346,35,28,Share,2023-1-29,1096,https://p16-sign-va.tiktokcdn.com/obj/tos-useast2a-p-0037-aiso/oQwXsuhIEhoxng6tkhfnWvjwj9Pz7BAmzA0KAN?x-expires=1675767600&x-signature=UlDkwINCarH94nAUBKYFYDjXWGI%3D
Untunglah..sayang papa..,@trueseekersi,trueseeker1 ,0,0,2023-1-30,2023-02-07,https://www.tiktok.com/@ibnurrahmat81/video/7194086802112728346,35,28,Share,2023-1-29,1096,https://p16-sign-va.tiktokcdn.com/obj/tos-useast2a-p-0037-aiso/oQwXsuhIEhoxng6tkhfnWvjwj9Pz7BAmzA0KAN?x-expires=1675767600&x-signature=UlDkwINCarH94nAUBKYFYDjXWGI%3D
kerajaan anak berank😂😂😂😂😂😂😂,@pokwan12345,pokwan ,0,0,2023-1-30,2023-02-07,https://www.tiktok.com/@ibnurrahmat81/video/7194086802112728346,35,28,Share,2023-1-29,1096,https://p16-sign-va.tiktokcdn.com/obj/tos-useast2a-p-0037-aiso/oQwXsuhIEhoxng6tkhfnWvjwj9Pz7BAmzA0KAN?x-expires=1675767600&x-signature=UlDkwINCarH94nAUBKYFYDjXWGI%3D
Alhamdulillah Terbaik Nuruh Izzah teruskan..,@kamalkay8699,Kamal ,0,0,2023-1-30,2023-02-07,https://www.tiktok.com/@ibnurrahmat81/video/7194086802112728346,35,28,Share,2023-1-29,1096,https://p16-sign-va.tiktokcdn.com/obj/tos-useast2a-p-0037-aiso/oQwXsuhIEhoxng6tkhfnWvjwj9Pz7BAmzA0KAN?x-expires=1675767600&x-signature=UlDkwINCarH94nAUBKYFYDjXWGI%3D
😂😂😂😂😂,@sarudinaziana,sarudinaziana ,0,0,2023-1-30,2023-02-07,https://www.tiktok.com/@ibnurrahmat81/video/7194086802112728346,35,28,Share,2023-1-29,1096,https://p16-sign-va.tiktokcdn.com/obj/tos-useast2a-p-0037-aiso/oQwXsuhIEhoxng6tkhfnWvjwj9Pz7BAmzA0KAN?x-expires=1675767600&x-signature=UlDkwINCarH94nAUBKYFYDjXWGI%3D
😂😂😂,@normizisaad,AnkPulau ,0,0,2023-1-30,2023-02-07,https://www.tiktok.com/@ibnurrahmat81/video/7194086802112728346,35,28,Share,2023-1-29,1096,https://p16-sign-va.tiktokcdn.com/obj/tos-useast2a-p-0037-aiso/oQwXsuhIEhoxng6tkhfnWvjwj9Pz7BAmzA0KAN?x-expires=1675767600&x-signature=UlDkwINCarH94nAUBKYFYDjXWGI%3D
walaun....fitnah n sedelah dgn niat....HALAL,@puyadpoin,puyadpoin ,1,0,2023-1-30,2023-02-07,https://www.tiktok.com/@ibnurrahmat81/video/7194086802112728346,35,28,Share,2023-1-29,1096,https://p16-sign-va.tiktokcdn.com/obj/tos-useast2a-p-0037-aiso/oQwXsuhIEhoxng6tkhfnWvjwj9Pz7BAmzA0KAN?x-expires=1675767600&x-signature=UlDkwINCarH94nAUBKYFYDjXWGI%3D
tender nepotism 😂,@its.paradox.xxix,its.PARADOX.XXIX ,0,0,2023-2-2,2023-02-07,https://www.tiktok.com/@ibnurrahmat81/video/7194086802112728346,35,28,Share,2023-1-29,1096,https://p16-sign-va.tiktokcdn.com/obj/tos-useast2a-p-0037-aiso/oQwXsuhIEhoxng6tkhfnWvjwj9Pz7BAmzA0KAN?x-expires=1675767600&x-signature=UlDkwINCarH94nAUBKYFYDjXWGI%3D
Ok je. Lantik orang yg dipercayai. Jadi benteng DSAI 💪,@azza_4b1g,Azza_4b1g ,2,1,2023-1-30,2023-02-07,https://www.tiktok.com/@ibnurrahmat81/video/7194086802112728346,35,28,Share,2023-1-29,1096,https://p16-sign-va.tiktokcdn.com/obj/tos-useast2a-p-0037-aiso/oQwXsuhIEhoxng6tkhfnWvjwj9Pz7BAmzA0KAN?x-expires=1675767600&x-signature=UlDkwINCarH94nAUBKYFYDjXWGI%3D
"hahahaaaa rupanya ini kerajaan perpaduan, madani.baru faham apa maksud nya",@azlan790301,Azlan bin isamail ,1,0,2023-1-30,2023-02-07,https://www.tiktok.com/@ibnurrahmat81/video/7194086802112728346,35,28,Share,2023-1-29,1096,https://p16-sign-va.tiktokcdn.com/obj/tos-useast2a-p-0037-aiso/oQwXsuhIEhoxng6tkhfnWvjwj9Pz7BAmzA0KAN?x-expires=1675767600&x-signature=UlDkwINCarH94nAUBKYFYDjXWGI%3D
"Teruskan kerja charity YB demi rakyat. X penting dimata manusia, yg penting dimata Allah swt",@hamizahyahaya458,Hamizah Yahaya ,0,0,2023-2-1,2023-02-07,https://www.tiktok.com/@ibnurrahmat81/video/7194086802112728346,35,28,Share,2023-1-29,1096,https://p16-sign-va.tiktokcdn.com/obj/tos-useast2a-p-0037-aiso/oQwXsuhIEhoxng6tkhfnWvjwj9Pz7BAmzA0KAN?x-expires=1675767600&x-signature=UlDkwINCarH94nAUBKYFYDjXWGI%3D
untunglah jadi anak PMX..kalah PRU pun ada jawatan..,@manabdul1966,userman1966 ,0,0,2023-1-30,2023-02-07,https://www.tiktok.com/@ibnurrahmat81/video/7194086802112728346,35,28,Share,2023-1-29,1096,https://p16-sign-va.tiktokcdn.com/obj/tos-useast2a-p-0037-aiso/oQwXsuhIEhoxng6tkhfnWvjwj9Pz7BAmzA0KAN?x-expires=1675767600&x-signature=UlDkwINCarH94nAUBKYFYDjXWGI%3D
saya sokong lantik izzah.. pasni mana kat rumah tu lantik semua.. kan free.. 1 penjimatan kerajaan Melantik Anak DAn biNI.. MADANI.. 😂,@unclemyvec,ʊռƈʟɛ աAʟӄɛʀ ,2,0,2023-1-30,2023-02-07,https://www.tiktok.com/@ibnurrahmat81/video/7194086802112728346,35,28,Share,2023-1-29,1096,https://p16-sign-va.tiktokcdn.com/obj/tos-useast2a-p-0037-aiso/oQwXsuhIEhoxng6tkhfnWvjwj9Pz7BAmzA0KAN?x-expires=1675767600&x-signature=UlDkwINCarH94nAUBKYFYDjXWGI%3D
Ckp lain...buat lain...,@rozaedimohamed,rozaedimohamed ,2,0,2023-1-30,2023-02-07,https://www.tiktok.com/@ibnurrahmat81/video/7194086802112728346,35,28,Share,2023-1-29,1096,https://p16-sign-va.tiktokcdn.com/obj/tos-useast2a-p-0037-aiso/oQwXsuhIEhoxng6tkhfnWvjwj9Pz7BAmzA0KAN?x-expires=1675767600&x-signature=UlDkwINCarH94nAUBKYFYDjXWGI%3D
"ni baru betul jihad, kerja tampa gaji,bukan macam un, bergaji..tapi makan gaji buta..😂😂",@apriliashiver75,BostonLeft ,1,0,2023-1-30,2023-02-07,https://www.tiktok.com/@ibnurrahmat81/video/7194086802112728346,35,28,Share,2023-1-29,1096,https://p16-sign-va.tiktokcdn.com/obj/tos-useast2a-p-0037-aiso/oQwXsuhIEhoxng6tkhfnWvjwj9Pz7BAmzA0KAN?x-expires=1675767600&x-signature=UlDkwINCarH94nAUBKYFYDjXWGI%3D
