comment,username,nickname,likes,noOfRepliedComments,avatar,posted_date,extracted_date,video_link,video_likes,video_comments,video_shared,video_posted_date,video_views,video_image_link,video_caption
PM10 & MK. ISU KWSP BRSASAR TDK DILULUSKAN. KMI PNCRUM KWSP DGN INI MNGHARAMKN SKIRANYA KRJAAN MNGUNAKN TMPA PNGTHUAN & PRSTJUAN PNCRUM KWSP.,@atoktiktoklegend70,AtokTikTok70Legend ,36,3,https://p16-sign-va.tiktokcdn.com/tos-useast2a-avt-0068-giso/fc62b7654a7df80e86adb2c22d0d6f5c~c5_100x100.jpg?x-expires=1677517200&x-signature=AQll5Ctf9K9q9SlkTf%2Fsufxg9ME%3D,2023-02-26,2023-02-27,https://www.tiktok.com/@501awani/video/7203675149588024578,15.5K,1672,1822,2023-02-25,523K,https://p16-sign-sg.tiktokcdn.com/obj/tos-alisg-p-0037/c390cd8d5d5240ceba4f281060c5b880_1677236451?x-expires=1677448800&x-signature=4QXaLhZ7PlUNQhy%2B5MDQHVflCa4%3D,Sumbangan Tunai Rahmah (STR) ditambah baik #Belanjawan2023 
kami nk.kwsp diluluskan,@norhazlinda0,Norhazlinda ,178,31,https://p16-sign-va.tiktokcdn.com/tos-useast2a-avt-0068-giso/cc03505bf98ce65330a127e41a78834c~c5_100x100.jpg?x-expires=1677517200&x-signature=umqPhRKs%2BpExp%2F00D94qDMy25fI%3D,2023-02-25,2023-02-27,https://www.tiktok.com/@501awani/video/7203675149588024578,15.5K,1672,1822,2023-02-25,523K,https://p16-sign-sg.tiktokcdn.com/obj/tos-alisg-p-0037/c390cd8d5d5240ceba4f281060c5b880_1677236451?x-expires=1677448800&x-signature=4QXaLhZ7PlUNQhy%2B5MDQHVflCa4%3D,Sumbangan Tunai Rahmah (STR) ditambah baik #Belanjawan2023 
Mcm sama je dgn blnjwn sblm ni,@fiena82,iena@man ,78,49,https://p16-sign-va.tiktokcdn.com/tos-useast2a-avt-0068-giso/dfc589ec582b3382ace7f0aef07408b1~c5_100x100.jpg?x-expires=1677517200&x-signature=j26Rfr5HGPwwSb%2FeK3Hzr5cetoM%3D,2023-02-25,2023-02-27,https://www.tiktok.com/@501awani/video/7203675149588024578,15.5K,1672,1822,2023-02-25,523K,https://p16-sign-sg.tiktokcdn.com/obj/tos-alisg-p-0037/c390cd8d5d5240ceba4f281060c5b880_1677236451?x-expires=1677448800&x-signature=4QXaLhZ7PlUNQhy%2B5MDQHVflCa4%3D,Sumbangan Tunai Rahmah (STR) ditambah baik #Belanjawan2023 
NAJIB RAZAK THE BEST 🔥🔥🔥,@sirshah1,Sirshah ,222,12,https://p16-sign-va.tiktokcdn.com/tos-useast2a-avt-0068-giso/fe7b1d9af19347bc50d5fdd145404e1c~c5_100x100.jpg?x-expires=1677517200&x-signature=jvj%2FeTi0uTIYgQ7oP8LrIOGbwOg%3D,2023-02-25,2023-02-27,https://www.tiktok.com/@501awani/video/7203675149588024578,15.5K,1672,1822,2023-02-25,523K,https://p16-sign-sg.tiktokcdn.com/obj/tos-alisg-p-0037/c390cd8d5d5240ceba4f281060c5b880_1677236451?x-expires=1677448800&x-signature=4QXaLhZ7PlUNQhy%2B5MDQHVflCa4%3D,Sumbangan Tunai Rahmah (STR) ditambah baik #Belanjawan2023 
rakyat mahukan kwsp jugakk...luluskan kwsp juga sekarang,@iiiibbbbbuuuuuu_,iiibbbbbuuuuuuu ,111,13,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/4e68c1db5c639a5478c11356a932888f.jpg?x-expires=1677517200&x-signature=rgPbkaynS2i%2B3m7ZHm%2F663yISas%3D,2023-02-25,2023-02-27,https://www.tiktok.com/@501awani/video/7203675149588024578,15.5K,1672,1822,2023-02-25,523K,https://p16-sign-sg.tiktokcdn.com/obj/tos-alisg-p-0037/c390cd8d5d5240ceba4f281060c5b880_1677236451?x-expires=1677448800&x-signature=4QXaLhZ7PlUNQhy%2B5MDQHVflCa4%3D,Sumbangan Tunai Rahmah (STR) ditambah baik #Belanjawan2023 
BRIM tukar nama…STR,@bosadika88,BosAdika ,25,6,https://p16-sign-va.tiktokcdn.com/tos-useast2a-avt-0068-giso/abaefedbe0b55ce2886c1f36799bd673~c5_100x100.jpg?x-expires=1677517200&x-signature=GiPyRn40fnFjIJUzFDAm5FekobI%3D,2023-02-25,2023-02-27,https://www.tiktok.com/@501awani/video/7203675149588024578,15.5K,1672,1822,2023-02-25,523K,https://p16-sign-sg.tiktokcdn.com/obj/tos-alisg-p-0037/c390cd8d5d5240ceba4f281060c5b880_1677236451?x-expires=1677448800&x-signature=4QXaLhZ7PlUNQhy%2B5MDQHVflCa4%3D,Sumbangan Tunai Rahmah (STR) ditambah baik #Belanjawan2023 
"Sblm dpt jwatan mcm² jnji pd rkyat, slps dpt hampesss... sptutnya bajet kali ini lbh fokus pd rkyat yg tkesan n bsifat segera",@nn_racing,nuh@86 ,19,1,https://p16-sign-va.tiktokcdn.com/tos-useast2a-avt-0068-giso/b7344401f6bdbef6a0b7cfcf94226710~c5_100x100.jpg?x-expires=1677517200&x-signature=efQWTmkxb91vE5tnUkwVCpT3xIw%3D,2023-02-25,2023-02-27,https://www.tiktok.com/@501awani/video/7203675149588024578,15.5K,1672,1822,2023-02-25,523K,https://p16-sign-sg.tiktokcdn.com/obj/tos-alisg-p-0037/c390cd8d5d5240ceba4f281060c5b880_1677236451?x-expires=1677448800&x-signature=4QXaLhZ7PlUNQhy%2B5MDQHVflCa4%3D,Sumbangan Tunai Rahmah (STR) ditambah baik #Belanjawan2023 
ABAH & NAJIB THE BEST,@budak_sabahan92,💚😼💚 ,75,3,https://p16-sign-va.tiktokcdn.com/tos-useast2a-avt-0068-giso/e9a2b35b1f9fda04cab4b5857a1569c4~c5_100x100.jpg?x-expires=1677517200&x-signature=LZBP2sutOKVi%2Bn7WWUQAWBhc%2FcQ%3D,2023-02-26,2023-02-27,https://www.tiktok.com/@501awani/video/7203675149588024578,15.5K,1672,1822,2023-02-25,523K,https://p16-sign-sg.tiktokcdn.com/obj/tos-alisg-p-0037/c390cd8d5d5240ceba4f281060c5b880_1677236451?x-expires=1677448800&x-signature=4QXaLhZ7PlUNQhy%2B5MDQHVflCa4%3D,Sumbangan Tunai Rahmah (STR) ditambah baik #Belanjawan2023 
2500 bantu dlm setahun boleh cukup ke,@sudinsudin1320,Sudin Sudin1320 ,8,23,https://p16-sign-va.tiktokcdn.com/tos-useast2a-avt-0068-giso/7083293223728185371~c5_100x100.jpg?x-expires=1677517200&x-signature=9G0%2FaJdEI9HNtm6Rz4xgYx8ht74%3D,2023-02-25,2023-02-27,https://www.tiktok.com/@501awani/video/7203675149588024578,15.5K,1672,1822,2023-02-25,523K,https://p16-sign-sg.tiktokcdn.com/obj/tos-alisg-p-0037/c390cd8d5d5240ceba4f281060c5b880_1677236451?x-expires=1677448800&x-signature=4QXaLhZ7PlUNQhy%2B5MDQHVflCa4%3D,Sumbangan Tunai Rahmah (STR) ditambah baik #Belanjawan2023 
kwsp la ...menu rahmah x nak 😂,@miemahsuri,miemahsuri ,60,0,https://p16-sign-va.tiktokcdn.com/tos-useast2a-avt-0068-giso/b11a5b6104f64ee7a6a1e4f0984ad0f9~c5_100x100.jpg?x-expires=1677517200&x-signature=1ToMm7UMIbFSbmILfN54JawPdmA%3D,2023-02-25,2023-02-27,https://www.tiktok.com/@501awani/video/7203675149588024578,15.5K,1672,1822,2023-02-25,523K,https://p16-sign-sg.tiktokcdn.com/obj/tos-alisg-p-0037/c390cd8d5d5240ceba4f281060c5b880_1677236451?x-expires=1677448800&x-signature=4QXaLhZ7PlUNQhy%2B5MDQHVflCa4%3D,Sumbangan Tunai Rahmah (STR) ditambah baik #Belanjawan2023 
