comment,username,nickname,likes,noOfRepliedComments,posted_date,extracted_date,video_link,video_likes,video_comments,video_shared,video_posted_likes
"gagal menahan diri ….Ruginya kita tunggu sehingga 24 tahun untuk dpt kualiti PM yang mcm ni 🥹🥲
#myPM-X
#telahsuci
#abahpmtepi",@kylianwhitetaker,abbysal arrow ,0,0,2022-12-24,2023-01-30,https://www.tiktok.com/@pokcikku/video/7180300404062702854,6297,755,221,2022-12-23
Terima kasih ph kami sgt2 terhibur dgn menteri2 ph skrg ni,@matyoebundle,Mat Yoe Bundle ,0,0,2022-12-24,2023-01-30,https://www.tiktok.com/@pokcikku/video/7180300404062702854,6297,755,221,2022-12-23
"boh gini dah. anak buah lgi teruk.
.
x tertahan diri nak komen",@kojakoma,#kopokotomen ,0,0,2022-12-24,2023-01-30,https://www.tiktok.com/@pokcikku/video/7180300404062702854,6297,755,221,2022-12-23
statement by right by right.. menteri formula bangang 👎,@lailamanja1511,lailamanja1511 ,0,0,2022-12-23,2023-01-30,https://www.tiktok.com/@pokcikku/video/7180300404062702854,6297,755,221,2022-12-23
leemmaahhh,@milosuam2222,fazada ,0,0,2022-12-23,2023-01-30,https://www.tiktok.com/@pokcikku/video/7180300404062702854,6297,755,221,2022-12-23
"🥰🥰🥰🥰🥰🥰lawak la RR, terbaik😂😂",@azranorawi,Ahmad Azra ,0,0,2022-12-23,2023-01-30,https://www.tiktok.com/@pokcikku/video/7180300404062702854,6297,755,221,2022-12-23
alamak sapa niiiii...🤣🤣🤣🤣,@castello660,castello660 ,0,0,2022-12-23,2023-01-30,https://www.tiktok.com/@pokcikku/video/7180300404062702854,6297,755,221,2022-12-23
"Mic pun jadi masalah, mcmana la nak mentadbir kementerian, hadoiii menteri apa ni...",@suhaimayahmad,suhaimayahmad ,1,0,2022-12-23,2023-01-30,https://www.tiktok.com/@pokcikku/video/7180300404062702854,6297,755,221,2022-12-23
makin bodoh pulak dia ni bila jadi kerajaan,@hishamhashimpro27,Hisham Hashim488 ,1,0,2022-12-23,2023-01-30,https://www.tiktok.com/@pokcikku/video/7180300404062702854,6297,755,221,2022-12-23
jakun tui hg ni…😂😂😂,@mohamadafifi705,カカシハタケ@@@ ,0,0,3d ago ,2023-01-30,https://www.tiktok.com/@pokcikku/video/7180300404062702854,6297,755,221,2022-12-23
menteri ikan masin yu,@grexxtav,pixcat♡ ,0,0,3d ago ,2023-01-30,https://www.tiktok.com/@pokcikku/video/7180300404062702854,6297,755,221,2022-12-23
JAKUN JADI MENTERI...😂😂😂,@2401embun,KUTU BEREMBUN ,0,0,1-5,2023-01-30,https://www.tiktok.com/@pokcikku/video/7180300404062702854,6297,755,221,2022-12-23
