comment,username,nickname,likes,noOfRepliedComments,posted_date,extracted_date,video_link,video_likes,video_comments,video_shared,video_posted_likes
@Rafizi nampak mcm xde org tag.. aku pun nak tau jugak.. sbb aku pun keje petronas jugak,@sibuk_je_mung,ape_daa_tikuss ,2,0,2022-11-12,2023-01-30,https://www.tiktok.com/@detruthchannel/video/7164683515513064731,9894,1458,1718,2022-11-11
dia ckp mana pnh betul,@hafiz_azwal,hafiz azwal ,1,0,2022-11-12,2023-01-30,https://www.tiktok.com/@detruthchannel/video/7164683515513064731,9894,1458,1718,2022-11-11
@Rafizi cer jawab,@pss110n,Unknown ,1,0,2022-11-12,2023-01-30,https://www.tiktok.com/@detruthchannel/video/7164683515513064731,9894,1458,1718,2022-11-11
sampai skrg petronas tak pernah nafikan.....,@sally7466,Aku Punya ,1,0,2022-11-12,2023-01-30,https://www.tiktok.com/@detruthchannel/video/7164683515513064731,9894,1458,1718,2022-11-11
bang fizi hidup hidup putar hsha,@dymkm7,Dym Km ,0,0,2022-11-12,2023-01-30,https://www.tiktok.com/@detruthchannel/video/7164683515513064731,9894,1458,1718,2022-11-11
Macam ni nak jadi pemimpin,@jamaluddin3218,Jamal@Din ,0,0,2022-11-12,2023-01-30,https://www.tiktok.com/@detruthchannel/video/7164683515513064731,9894,1458,1718,2022-11-11
hagaha,@dymkm7,Dym Km ,0,0,2022-11-12,2023-01-30,https://www.tiktok.com/@detruthchannel/video/7164683515513064731,9894,1458,1718,2022-11-11
Rafizi xkn tipu,@bangcryptotab,bangcryptotab ,2,0,2022-11-12,2023-01-30,https://www.tiktok.com/@detruthchannel/video/7164683515513064731,9894,1458,1718,2022-11-11
lama dah cari securut group ni kat tt...kebetulan mlm ni fyp timbul...😂😂😂😂,@izwandiomarr,Izwandi Omar ,0,0,2022-11-12,2023-01-30,https://www.tiktok.com/@detruthchannel/video/7164683515513064731,9894,1458,1718,2022-11-11
Tak nak tanyq ker yang menabung dari kecil. Tak nak tanya ker ahli politik umno yang tiba-tiba jadi jutawan,@vijayan_ramakrishnan,vijayan_ramakrishnan ,1,0,2022-11-12,2023-01-30,https://www.tiktok.com/@detruthchannel/video/7164683515513064731,9894,1458,1718,2022-11-11
Aliff ahmad mana pulak dah? Hahaha.. 😂 jeng,@ryuaydeen,Ryu Aydeen ,0,0,2022-11-12,2023-01-30,https://www.tiktok.com/@detruthchannel/video/7164683515513064731,9894,1458,1718,2022-11-11
"hello , we know good politician and bad politiciAn",@imgoodgirl216,Iamgood ,1,0,2022-11-12,2023-01-30,https://www.tiktok.com/@detruthchannel/video/7164683515513064731,9894,1458,1718,2022-11-11
mamat alif ahmad ni ada scrut juga zahid hamidi. lagi berasap...,@setiapadanegara,setiapadanegara ,0,0,2022-11-12,2023-01-30,https://www.tiktok.com/@detruthchannel/video/7164683515513064731,9894,1458,1718,2022-11-11
adalah salah satu kesilapan bila piji dedah nilai dia 18juta...makan diri sekarang ni dan dia cuba kalih persepsi dari dia sekarang,@tuankomeng,tuankomeng ,0,0,2022-11-12,2023-01-30,https://www.tiktok.com/@detruthchannel/video/7164683515513064731,9894,1458,1718,2022-11-11
@MrHaha nah kau hadam lagi,@abuxmayat,ASYRAF ,0,0,2022-11-12,2023-01-30,https://www.tiktok.com/@detruthchannel/video/7164683515513064731,9894,1458,1718,2022-11-11
Aliff kat post yg Sama dah mengaku dia silap..,@mrkimi1990,MrKiM ,0,0,2022-11-12,2023-01-30,https://www.tiktok.com/@detruthchannel/video/7164683515513064731,9894,1458,1718,2022-11-11
"tolak ph
tolak Dap",@wrigh6954,wrigh6954 ,2,0,2022-11-12,2023-01-30,https://www.tiktok.com/@detruthchannel/video/7164683515513064731,9894,1458,1718,2022-11-11
alip tu ko pcy?🤣🤣,@jackxplorer,jack Xplorer ,1,0,2022-11-12,2023-01-30,https://www.tiktok.com/@detruthchannel/video/7164683515513064731,9894,1458,1718,2022-11-11
hehehe... kepelikkan,@halimmashop,Abdul Halim Zakariya ,0,0,2022-11-12,2023-01-30,https://www.tiktok.com/@detruthchannel/video/7164683515513064731,9894,1458,1718,2022-11-11
Xpela. Kte ttp undi pn.. 😳,@jamlus83,Hatipanas. ,0,0,2022-11-12,2023-01-30,https://www.tiktok.com/@detruthchannel/video/7164683515513064731,9894,1458,1718,2022-11-11
sesiapa pun boleh cakap...mana bukti....dokumen carian....tunjukkan....jg.n sekerat2,@seequa88,Xīguā西瓜 ,0,0,2022-11-12,2023-01-30,https://www.tiktok.com/@detruthchannel/video/7164683515513064731,9894,1458,1718,2022-11-11
PH tetap di kaki.,@mie_maxtor,Mie_maxtor ,0,0,2022-11-12,2023-01-30,https://www.tiktok.com/@detruthchannel/video/7164683515513064731,9894,1458,1718,2022-11-11
Kalau mamat ni salah piji pi lah saman... pastu tunjuk bukti piji jangan dok pung pang atas pentas je tahu..🤦🏻‍♀️,@mairaa9960,hma ,0,0,2022-11-12,2023-01-30,https://www.tiktok.com/@detruthchannel/video/7164683515513064731,9894,1458,1718,2022-11-11
klau x putar alam x kn boleh hidup...,@zamznz1,zamznz ,0,0,2022-11-12,2023-01-30,https://www.tiktok.com/@detruthchannel/video/7164683515513064731,9894,1458,1718,2022-11-11
mana berani jwp..,@sellerpreloveditem,kerjasendiri ,0,0,2022-11-12,2023-01-30,https://www.tiktok.com/@detruthchannel/video/7164683515513064731,9894,1458,1718,2022-11-11
Saman laaaa,@mustafaabubakarayam,Mustafa ,0,0,2022-11-12,2023-01-30,https://www.tiktok.com/@detruthchannel/video/7164683515513064731,9894,1458,1718,2022-11-11
Betul la dia manager dia slalu tolong ayah saya isi minyak dulu dulu bang brapa kuning or hijau 😅,@norulfardzan,Norul Fardzan Nor Ha ,2,0,2022-11-12,2023-01-30,https://www.tiktok.com/@detruthchannel/video/7164683515513064731,9894,1458,1718,2022-11-11
Dulu fitnah Ts Khalid,@jalprint786,Kempen Bisnes ,0,0,2022-11-12,2023-01-30,https://www.tiktok.com/@detruthchannel/video/7164683515513064731,9894,1458,1718,2022-11-11
Rafizi nie 10 dia cakap 1 pun xblh percaya.,@farezazhar,farezazhar ,0,0,2022-11-12,2023-01-30,https://www.tiktok.com/@detruthchannel/video/7164683515513064731,9894,1458,1718,2022-11-11
saya dimaklumkaaannn...saya diberitahuuuuu....ulangggg,@py_store99,PY Store ,2,0,2022-11-12,2023-01-30,https://www.tiktok.com/@detruthchannel/video/7164683515513064731,9894,1458,1718,2022-11-11
@Fen Yin:rafizi memang terkenal dr pru14 lg kaki auta😅,@fenyin,Fen Yin ,2,0,2022-11-12,2023-01-30,https://www.tiktok.com/@detruthchannel/video/7164683515513064731,9894,1458,1718,2022-11-11
Ph tetap terbaik..kwn lbih yakin dgn saudara rafizi..tq,@capitmbd56,Mohd Shafiq ,2,0,2022-11-12,2023-01-30,https://www.tiktok.com/@detruthchannel/video/7164683515513064731,9894,1458,1718,2022-11-11
"berbanding Aliff Ahmad dgn Rafizi tu, saya pecaya ramai percaya Rafizi lagi😂😂 Fishy betul duk bongkar pasal Rafizi X habis, pelik",@plum_7171,Hana ,2,0,2022-11-12,2023-01-30,https://www.tiktok.com/@detruthchannel/video/7164683515513064731,9894,1458,1718,2022-11-11
adalah lebih baik desak yg belum declare tu,@harris_darlis,Harris D ,1,0,2022-11-12,2023-01-30,https://www.tiktok.com/@detruthchannel/video/7164683515513064731,9894,1458,1718,2022-11-11
Aliff Umno ni siapa? 😂,@petaniseparuhmasa,Fahmi ¦ CEO of Teka Teki ,1,0,2022-11-12,2023-01-30,https://www.tiktok.com/@detruthchannel/video/7164683515513064731,9894,1458,1718,2022-11-11
Undi ph seperti mengundi utk dap.dap pilih utk senyap kempen kali ni.masa jadi gov dorg byk bunyi.,@paja.minang,Paja_minang ,4,0,2022-11-12,2023-01-30,https://www.tiktok.com/@detruthchannel/video/7164683515513064731,9894,1458,1718,2022-11-11
tapi ada jgak yg prçaya dia ni..aduiyai,@bungatulip_1976,BungaTulip_1976 ,0,0,2022-11-12,2023-01-30,https://www.tiktok.com/@detruthchannel/video/7164683515513064731,9894,1458,1718,2022-11-11
@Rafizi hahaha..jawab jangan x jawab,@azlanahmadsalim13,AzLan Ahmad Salim148 ,0,0,2022-11-12,2023-01-30,https://www.tiktok.com/@detruthchannel/video/7164683515513064731,9894,1458,1718,2022-11-11
tgk video dia bang... dia start excec dulu....,@zarinzamli463,Zarin Zamli463 ,1,0,2022-11-12,2023-01-30,https://www.tiktok.com/@detruthchannel/video/7164683515513064731,9894,1458,1718,2022-11-11
ph terbaik,@user3302812065692,user3302812065692 ,2,0,2022-11-12,2023-01-30,https://www.tiktok.com/@detruthchannel/video/7164683515513064731,9894,1458,1718,2022-11-11
KAMI ANAK MUDA UNDI PH PRU15...AFIF NI ORANG BN TAKUT KEBANGKITAN PH,@certeka.my,Cer teka ,0,0,2022-11-12,2023-01-30,https://www.tiktok.com/@detruthchannel/video/7164683515513064731,9894,1458,1718,2022-11-11
bapa dia tuan punya petronas kut?,@yusfyhya,yusfyhya ,0,0,2022-11-12,2023-01-30,https://www.tiktok.com/@detruthchannel/video/7164683515513064731,9894,1458,1718,2022-11-11
@Rafizi Betul ke tuan?,@abdulhannan1096,abdulhannan1096 ,0,0,2022-11-12,2023-01-30,https://www.tiktok.com/@detruthchannel/video/7164683515513064731,9894,1458,1718,2022-11-11
Kantoi,@sirfazli,sirfazli ,0,0,2022-11-12,2023-01-30,https://www.tiktok.com/@detruthchannel/video/7164683515513064731,9894,1458,1718,2022-11-11
tang keje je dia dah putar alam..belum jd menteri kewangan lg,@musri_pkw4884,Musri Ruzaini Kushairi Kamal ,0,0,2022-11-12,2023-01-30,https://www.tiktok.com/@detruthchannel/video/7164683515513064731,9894,1458,1718,2022-11-11
hidup PN..tolak PH,@manboy_024,manboy08 ,0,0,2022-11-12,2023-01-30,https://www.tiktok.com/@detruthchannel/video/7164683515513064731,9894,1458,1718,2022-11-11
"Ialah dgn keadaan negara skrg , tu lah yg paling penting kan 🤦",@tehokosong479,tehokosong479 ,1,0,2022-11-12,2023-01-30,https://www.tiktok.com/@detruthchannel/video/7164683515513064731,9894,1458,1718,2022-11-11
PH sinonim dgn kencingnya,@rosdi0370,Rosdi0370 ,0,0,2022-11-12,2023-01-30,https://www.tiktok.com/@detruthchannel/video/7164683515513064731,9894,1458,1718,2022-11-11
@Rafizi takkan diam je 😂,@nasrnaim_,Nasr Naim ,1,0,2022-11-12,2023-01-30,https://www.tiktok.com/@detruthchannel/video/7164683515513064731,9894,1458,1718,2022-11-11
Ni kaki putar alam,@callmekhai_ks,𝒦𝐻𝒜𝐼𝑅𝐼𝐿 𝐼𝒮𝑀𝒜𝐼𝐿🤿 ,1,0,2022-11-12,2023-01-30,https://www.tiktok.com/@detruthchannel/video/7164683515513064731,9894,1458,1718,2022-11-11
u orng Bn & Pn....😏,@vitha1314,user810089 ,1,0,2022-11-12,2023-01-30,https://www.tiktok.com/@detruthchannel/video/7164683515513064731,9894,1458,1718,2022-11-11
Terus kencingggg... 😂,@encool04,user902712 ,0,0,2022-11-12,2023-01-30,https://www.tiktok.com/@detruthchannel/video/7164683515513064731,9894,1458,1718,2022-11-11
@rafiziramli tolong jawad laa,@malaysiakutanahairku,rafizi ramli ,1,0,2022-11-12,2023-01-30,https://www.tiktok.com/@detruthchannel/video/7164683515513064731,9894,1458,1718,2022-11-11
biar la dia nk kata apa.,@faiyzalpeja,faiyzalpeja ,1,0,2022-11-12,2023-01-30,https://www.tiktok.com/@detruthchannel/video/7164683515513064731,9894,1458,1718,2022-11-11
hurmm😁,@jimmy_salau,UcukAki ,0,0,2022-11-12,2023-01-30,https://www.tiktok.com/@detruthchannel/video/7164683515513064731,9894,1458,1718,2022-11-11
kenapa menteri² PAS dan lain²... TAKUT nk ishtihar harta?😅,@mdzamri28,MzMf3 ,2,0,2022-11-12,2023-01-30,https://www.tiktok.com/@detruthchannel/video/7164683515513064731,9894,1458,1718,2022-11-11
kaki boliit..ilmu dio tnggi..tp xpo lah ilmu orgkan..kito jo lah kono pndaii2😁,@yangsatu508,yangsatu508 ,0,0,2022-11-12,2023-01-30,https://www.tiktok.com/@detruthchannel/video/7164683515513064731,9894,1458,1718,2022-11-11
Jgn biar negara 22 bulan sejarah hitam... PN yg terbaikkkk,@mrms_86,Mohamad Ridzuan Mohd ,0,0,2022-11-12,2023-01-30,https://www.tiktok.com/@detruthchannel/video/7164683515513064731,9894,1458,1718,2022-11-11
dh banyak kali kantoi dh adoii hai,@sammoktar,Sam Moktar ,1,0,2022-11-12,2023-01-30,https://www.tiktok.com/@detruthchannel/video/7164683515513064731,9894,1458,1718,2022-11-11
Kasi ajar ini rafizi,@shahfieeshah,shahfieeshah ,1,0,2022-11-12,2023-01-30,https://www.tiktok.com/@detruthchannel/video/7164683515513064731,9894,1458,1718,2022-11-11
next 😂😂😂,@evad3rs44,フ ジェフリー ,1,0,2022-11-12,2023-01-30,https://www.tiktok.com/@detruthchannel/video/7164683515513064731,9894,1458,1718,2022-11-11
undi pn dapt lh bn.skrg ni mereka cuma x bersama krn pertindihan kerusi shj...,@zaidiokok123,ooo ,3,0,2022-11-12,2023-01-30,https://www.tiktok.com/@detruthchannel/video/7164683515513064731,9894,1458,1718,2022-11-11
PN menang,@debitfauzi,Debit Fauzi ,0,0,2022-11-12,2023-01-30,https://www.tiktok.com/@detruthchannel/video/7164683515513064731,9894,1458,1718,2022-11-11
ala dia ni orang PAS rupanya,@voltera92,Aiman Shah103 ,2,0,2022-11-12,2023-01-30,https://www.tiktok.com/@detruthchannel/video/7164683515513064731,9894,1458,1718,2022-11-11
sokong ph,@user8275193256114,user8275193256114 ,2,0,2022-11-12,2023-01-30,https://www.tiktok.com/@detruthchannel/video/7164683515513064731,9894,1458,1718,2022-11-11
Wow !! Aku suka cite ni. Apa pun Rafizi mmg terbaik. Dia perik 1 tp 10 terkesan....,@alanhmr,alan ,0,0,2022-11-12,2023-01-30,https://www.tiktok.com/@detruthchannel/video/7164683515513064731,9894,1458,1718,2022-11-11
Rafizi x oernah Ajdi menteri Hrta 18 juta ... huhuhhh,@yusofaljuwaini,Loaded Prawn ,2,0,2022-11-12,2023-01-30,https://www.tiktok.com/@detruthchannel/video/7164683515513064731,9894,1458,1718,2022-11-11
BN lebih ok,@mdfadzil593,fadz593 ,1,0,2022-11-12,2023-01-30,https://www.tiktok.com/@detruthchannel/video/7164683515513064731,9894,1458,1718,2022-11-11
sapa Alif ahmad ni min.. ? ko kenal ker ..,@adderozaiman,adderozaiman ,1,0,2022-11-12,2023-01-30,https://www.tiktok.com/@detruthchannel/video/7164683515513064731,9894,1458,1718,2022-11-11
Undi Pn je la ..,@sidahnmy,SidahNmy ,2,0,2022-11-12,2023-01-30,https://www.tiktok.com/@detruthchannel/video/7164683515513064731,9894,1458,1718,2022-11-11
"Yg declare harta kena mcm2, yg x declare Tu dok tang mana? Apa laa. Rakyat Msia, bangkit la weiii. Toksah la dok kena tipu. Kena betoi2 kaji balik",@mrsmj_76,Azlina Abidin ,3,0,2022-11-12,2023-01-30,https://www.tiktok.com/@detruthchannel/video/7164683515513064731,9894,1458,1718,2022-11-11
"caicai hadir pertahankan rapiji, caicai 🤣🤣🤣",@average_wazir,average_wazir ,1,0,3d ago ,2023-01-30,https://www.tiktok.com/@detruthchannel/video/7164683515513064731,9894,1458,1718,2022-11-11
putar alam,@shaharilmohd,shaharilmohd ,0,0,2022-12-20,2023-01-30,https://www.tiktok.com/@detruthchannel/video/7164683515513064731,9894,1458,1718,2022-11-11
@Rafizi bapak putar alam,@v_long_v,LONG ,0,0,2022-11-27,2023-01-30,https://www.tiktok.com/@detruthchannel/video/7164683515513064731,9894,1458,1718,2022-11-11
RR belajar mana...Cambridge ke Harvard...,@sha_eusof,Sha_Sha ,0,0,2022-11-26,2023-01-30,https://www.tiktok.com/@detruthchannel/video/7164683515513064731,9894,1458,1718,2022-11-11
biasa paling dia akan masuk E2 - G4,@ashash99777,Ash ,0,0,2022-11-12,2023-01-30,https://www.tiktok.com/@detruthchannel/video/7164683515513064731,9894,1458,1718,2022-11-11
BARISAN NASIONAL 💙,@lolaellau,quella ,0,0,2022-11-12,2023-01-30,https://www.tiktok.com/@detruthchannel/video/7164683515513064731,9894,1458,1718,2022-11-11
Ph🥰,@user487463881119,user487463881119 ,0,0,2022-11-12,2023-01-30,https://www.tiktok.com/@detruthchannel/video/7164683515513064731,9894,1458,1718,2022-11-11
RR pilihan terbaik,@mrazib1234,mrazib1234 ,0,0,2022-11-12,2023-01-30,https://www.tiktok.com/@detruthchannel/video/7164683515513064731,9894,1458,1718,2022-11-11
Ngaper la gitu..,@safdi878,safdi878 ,0,0,2022-11-12,2023-01-30,https://www.tiktok.com/@detruthchannel/video/7164683515513064731,9894,1458,1718,2022-11-11
ingat pas amno bersatu hingga saat ini msh dlm kerajaan.😁😁😁.,@zaidiokok123,ooo ,0,0,2022-11-12,2023-01-30,https://www.tiktok.com/@detruthchannel/video/7164683515513064731,9894,1458,1718,2022-11-11
jawab jgn x jawab ra rapizi😂,@user990676953815,muhammad messu ,0,0,2022-11-12,2023-01-30,https://www.tiktok.com/@detruthchannel/video/7164683515513064731,9894,1458,1718,2022-11-11
Tahniah Rafizi . pendedahan anda telab berjaya menghantar perasuah penyakau duit rakyat ke mahkamah dan berakhir di penjara Kajang...!!👍👍,@kzaeddaein,خيرو ظيددان ,13,0,2022-11-12,2023-01-30,https://www.tiktok.com/@detruthchannel/video/7164683515513064731,9894,1458,1718,2022-11-11
org dah biasa cakap bohong...sampai bila cakap bohong...rasa tak bersalah...ramai yb mcm ni,@hajihushimsalleh,Hj Hushim Hj Salleh ,20,0,2022-11-11,2023-01-30,https://www.tiktok.com/@detruthchannel/video/7164683515513064731,9894,1458,1718,2022-11-11
"anuaq dh game lapiji dgn mltakkan lapiji pkar ekonomi,,anuaq menunjukkn betapa bdohnya lapiji handle ekonomi",@naffela1,naffela1 ,0,0,2d ago ,2023-01-30,https://www.tiktok.com/@detruthchannel/video/7164683515513064731,9894,1458,1718,2022-11-11
tahniah mchai² ph dpt bapak putar alam,@penjejakhati,jep muhd ,0,0,3d ago ,2023-01-30,https://www.tiktok.com/@detruthchannel/video/7164683515513064731,9894,1458,1718,2022-11-11
Dah dasar putar ALAM memang begitu arrr...,@bkreeykreey28,bkreey kreey ,0,0,3d ago ,2023-01-30,https://www.tiktok.com/@detruthchannel/video/7164683515513064731,9894,1458,1718,2022-11-11
sejenis perasaan kagum diri sendiri kot..😂,@arutsam_asuh,arutsam_asuh ,0,0,4d ago ,2023-01-30,https://www.tiktok.com/@detruthchannel/video/7164683515513064731,9894,1458,1718,2022-11-11
@🍅(TOMATO CERI /🍒:SURAT DARI ISTANA YG MAIDIN TOMPOK.DGN HJ EDY CAKAP DAH CUKUP SD TU ADA MANA SEKARANG..ADA KAT MUZIUM MANA,@tomatoceri2,🍅(TOMATO CERI /🍒 ,0,0,4d ago ,2023-01-30,https://www.tiktok.com/@detruthchannel/video/7164683515513064731,9894,1458,1718,2022-11-11
"Bila mulut lbh byk berbicara samada baik @ buruk @ fitnah @ aib keburukan org, Allah buka luas aib kita😔😔",@ct_yusuf,Ctyusuf ,1,0,4d ago ,2023-01-30,https://www.tiktok.com/@detruthchannel/video/7164683515513064731,9894,1458,1718,2022-11-11
dia lupa apa dia buat sama mcm bos dia...lupa apa dia cakap 😏😏😏,@nurqalishdelisyaaleesya,NurQalish Delisya Al ,1,0,4d ago ,2023-01-30,https://www.tiktok.com/@detruthchannel/video/7164683515513064731,9894,1458,1718,2022-11-11
Putar Alam..ckp berdegor2..harga brg kat pasaran x turun2 pun.,@ali_hanie5678,Ali_hanie ,0,0,4d ago ,2023-01-30,https://www.tiktok.com/@detruthchannel/video/7164683515513064731,9894,1458,1718,2022-11-11
bukan manager..tp main meja...hang tolak aku..aku tolak hang plak...last skli jadi srupa pelaq..😂😂,@user5815736803396,Nik_Saiful ,0,0,4d ago ,2023-01-30,https://www.tiktok.com/@detruthchannel/video/7164683515513064731,9894,1458,1718,2022-11-11
@rafiziramli jawab jgn xjwab,@kepala_bapak_hang,Kepala_Bapak_Hang. ,0,0,5d ago ,2023-01-30,https://www.tiktok.com/@detruthchannel/video/7164683515513064731,9894,1458,1718,2022-11-11
"Isk³,, kKi kncing btl.... 😂😂",@firdausforte,user1476570681415 ,0,0,5d ago ,2023-01-30,https://www.tiktok.com/@detruthchannel/video/7164683515513064731,9894,1458,1718,2022-11-11
"klu dah dari muda sampai ke tua lah kaki hancing betul saya cakap,😂",@halimbiagi.100,"halimbiagi.100 kal lara, ",0,0,5d ago ,2023-01-30,https://www.tiktok.com/@detruthchannel/video/7164683515513064731,9894,1458,1718,2022-11-11
akhir zaman ramai org munafik yg akan diangkat sbg pemimpin,@manhendrix,U M A R U L  ✔ ,0,0,6d ago ,2023-01-30,https://www.tiktok.com/@detruthchannel/video/7164683515513064731,9894,1458,1718,2022-11-11
putaq alam.. putaq tanah.. putaq angun.=bewak pnya lidah,@maddin_din,Maddin ,0,0,1w ago ,2023-01-30,https://www.tiktok.com/@detruthchannel/video/7164683515513064731,9894,1458,1718,2022-11-11
Rafizi is the king of kencing..,@user9159464955041,Mohd Saufi379 ,0,0,1w ago ,2023-01-30,https://www.tiktok.com/@detruthchannel/video/7164683515513064731,9894,1458,1718,2022-11-11
Walanon mesti percaya rafizi lagi...kencin bertebaran...kahhh,@abuhassan1707,محمد عصري بن جب ,0,0,1w ago ,2023-01-30,https://www.tiktok.com/@detruthchannel/video/7164683515513064731,9894,1458,1718,2022-11-11
dapat gula gula dari bang non masa di mckk dulu yang aku xfaham cincin emas pulak tu,@a.muzaini,a.muzaini ,0,0,1-22,2023-01-30,https://www.tiktok.com/@detruthchannel/video/7164683515513064731,9894,1458,1718,2022-11-11
formula dia songsang 😂😂😂,@dimessijdt,dimessijdt ,0,0,1-19,2023-01-30,https://www.tiktok.com/@detruthchannel/video/7164683515513064731,9894,1458,1718,2022-11-11
Cai ph pon percaya😂😂,@azlantaib7,azlantaib7 ,0,0,1-6,2023-01-30,https://www.tiktok.com/@detruthchannel/video/7164683515513064731,9894,1458,1718,2022-11-11
ank ddik anwar,@nasirterkukurwins,nasirterkukurwins ,0,0,1-4,2023-01-30,https://www.tiktok.com/@detruthchannel/video/7164683515513064731,9894,1458,1718,2022-11-11
adusss habisl kene hencing,@insanmulia20,insanmulia20 ,0,0,2022-12-24,2023-01-30,https://www.tiktok.com/@detruthchannel/video/7164683515513064731,9894,1458,1718,2022-11-11
jgn mrh dia..dia mmg di lahirkan begitu..😂😁,@rsf035,Tay Am ka ,0,0,2022-12-22,2023-01-30,https://www.tiktok.com/@detruthchannel/video/7164683515513064731,9894,1458,1718,2022-11-11
LAPpiji oh Lappiji,@jiwalara2022,Jiwa Lara2022 ,0,0,2022-12-15,2023-01-30,https://www.tiktok.com/@detruthchannel/video/7164683515513064731,9894,1458,1718,2022-11-11
malas masuk campur...,@hajarb80,HajarB80 ,0,0,2022-12-15,2023-01-30,https://www.tiktok.com/@detruthchannel/video/7164683515513064731,9894,1458,1718,2022-11-11
dia sama mcm papa dia tu kaki putar alam🤭,@jason_king_07,Jason_King ,0,0,2022-12-14,2023-01-30,https://www.tiktok.com/@detruthchannel/video/7164683515513064731,9894,1458,1718,2022-11-11
"Geng2 Dean boleh Ler dea putar , Geng2 lain dah tahu dea kuat putar skru 😂",@shammie055,Shammie ,0,0,2022-12-13,2023-01-30,https://www.tiktok.com/@detruthchannel/video/7164683515513064731,9894,1458,1718,2022-11-11
"Kakak aku keje petronas jgk,tp bila aku tnya dia btl ke? Akak ckp, ahaa betul, tp dia tukang jaga pam & cuci cermin kereta je..",@cikguzulkakisamun77,#CikguZul ,0,0,2022-12-12,2023-01-30,https://www.tiktok.com/@detruthchannel/video/7164683515513064731,9894,1458,1718,2022-11-11
"MasyaAllah jika benar, penipu telah di angkat jadi pemimpin.... astagfirullahalhazim.. nahuzubillahiminzalik",@insprise_cfod,InsPrise Cfod ,0,0,2022-12-10,2023-01-30,https://www.tiktok.com/@detruthchannel/video/7164683515513064731,9894,1458,1718,2022-11-11
"klau jumpa ular n rafizi,mana patut pukul dulu??",@rehanasri1,Rehan Asri ,0,0,2022-12-10,2023-01-30,https://www.tiktok.com/@detruthchannel/video/7164683515513064731,9894,1458,1718,2022-11-11
rakeji,@rahayualiashraff,orkid ,0,0,2022-12-9,2023-01-30,https://www.tiktok.com/@detruthchannel/video/7164683515513064731,9894,1458,1718,2022-11-11
auto auta hancing berpisah tiada la muka ni.,@neon_seven,neon_seven ,0,0,2022-12-9,2023-01-30,https://www.tiktok.com/@detruthchannel/video/7164683515513064731,9894,1458,1718,2022-11-11
⊘ 𝘬𝘰𝘮𝘦𝘯 𝘪𝘯𝘪 𝘥𝘪𝘴𝘦𝘮𝘣𝘶𝘯𝘺𝘪𝘬𝘢𝘯 𝘬𝘦𝘳𝘢𝘯𝘢 𝘮𝘶𝘯𝘨𝘬𝘪𝘯 𝘮𝘦𝘯𝘺𝘪𝘯𝘨𝘨𝘶𝘯𝘨 𝘱𝘦𝘳𝘢𝘴𝘢𝘢𝘯 _Pakatan Harapan_,@kera_sakti.1,SUN WOKONG ,0,0,2022-12-8,2023-01-30,https://www.tiktok.com/@detruthchannel/video/7164683515513064731,9894,1458,1718,2022-11-11
apa yg dia bhong peguam² PN mark dia dn heret dia kemuka pngadilan saman dia smpai terlondoh.,@paklongzul,paklong zul 🇲🇾 ,0,0,2022-12-7,2023-01-30,https://www.tiktok.com/@detruthchannel/video/7164683515513064731,9894,1458,1718,2022-11-11
Ph hancing,@lisa_mendoza07,LISA MENDOZA ,0,0,2022-12-7,2023-01-30,https://www.tiktok.com/@detruthchannel/video/7164683515513064731,9894,1458,1718,2022-11-11
hancing wehhhh hahaha koyakkk,@qalarizz,@QalaRizz ,0,0,2022-12-7,2023-01-30,https://www.tiktok.com/@detruthchannel/video/7164683515513064731,9894,1458,1718,2022-11-11
yg bgi fakta rakyat yg bnyk auta rafizi😂😂,@along19777,along77 ,0,0,2022-12-7,2023-01-30,https://www.tiktok.com/@detruthchannel/video/7164683515513064731,9894,1458,1718,2022-11-11
aluf ahmad fb die pon dh x jmp padehal ak follow die kot haha,@zulhilmizainuri,fufu95 ,0,0,2022-12-7,2023-01-30,https://www.tiktok.com/@detruthchannel/video/7164683515513064731,9894,1458,1718,2022-11-11
Hahahha lawak lah @Rafizi🤣 kencing trus menerus🤣,@almalik880,Al Malik ,0,0,2022-12-7,2023-01-30,https://www.tiktok.com/@detruthchannel/video/7164683515513064731,9894,1458,1718,2022-11-11
washing machine goverment,@azhar1409,Azhar Rahim ,0,0,2022-12-7,2023-01-30,https://www.tiktok.com/@detruthchannel/video/7164683515513064731,9894,1458,1718,2022-11-11
hahahah... kaki auta cm tu la.. thnxs bro share fakta..,@qasehmalaika78,Qaseh Malaika ,0,0,2022-12-7,2023-01-30,https://www.tiktok.com/@detruthchannel/video/7164683515513064731,9894,1458,1718,2022-11-11
Ni geng kentang putar ke😂,@itsabdhakim,Hakim - Rugi Tak Follow ,0,0,2022-12-7,2023-01-30,https://www.tiktok.com/@detruthchannel/video/7164683515513064731,9894,1458,1718,2022-11-11
Aku tgok muka je nk 😂😂😂😂😂😂😂,@soulsout83,Fiki🦖💥 ,0,0,2022-12-7,2023-01-30,https://www.tiktok.com/@detruthchannel/video/7164683515513064731,9894,1458,1718,2022-11-11
aku nk tgk dia jatuh nanti😆😆😆🤣,@rockerzmalaya,RoCkerZ MaLaYa ,3,0,2022-12-7,2023-01-30,https://www.tiktok.com/@detruthchannel/video/7164683515513064731,9894,1458,1718,2022-11-11
