comment,username,nickname,likes,noOfRepliedComments,posted_date,extracted_date,video_link,video_likes,video_comments,video_shared,video_posted_likes
😂😂😂😂,@fidzi501,hafidzi zulkifli ,0,0,4d ago ,2023-01-30,https://www.tiktok.com/@detruthchannel/video/7180327170697465115,7383,5530,2741,2022-12-23
😂😂😂😂 Bijak la dia ni,@skipper_solo,skippersolo ,0,0,4d ago ,2023-01-30,https://www.tiktok.com/@detruthchannel/video/7180327170697465115,7383,5530,2741,2022-12-23
Rambut smpai naik botak fikir kn formula...last² tu ja jwpn dia...Mesti bangga kan yg pangkah geng depa nie masa pru hri tu 😂,@eyqal7007,🇩🔹🇪® ,0,0,4d ago ,2023-01-30,https://www.tiktok.com/@detruthchannel/video/7180327170697465115,7383,5530,2741,2022-12-23
Kema belajar ekonomi asas sek menengah tahun 1995.,@mattab78,Shopping mana lagi ,0,0,5d ago ,2023-01-30,https://www.tiktok.com/@detruthchannel/video/7180327170697465115,7383,5530,2741,2022-12-23
jawapan 1st time denga..bijaksana tahap bukan manusia ni..,@zamarulariff,zamarul ,0,0,5d ago ,2023-01-30,https://www.tiktok.com/@detruthchannel/video/7180327170697465115,7383,5530,2741,2022-12-23
"eh ,,,ni formula mcm ank Aku ckp.
ayh kedai tu mahal xpayh masuk kedai tu..
ni menteri pk pandir",@areffyunus,user2090378065109 ,0,0,5d ago ,2023-01-30,https://www.tiktok.com/@detruthchannel/video/7180327170697465115,7383,5530,2741,2022-12-23
😂😂😂😂,@armangraseka,Arman ,0,0,5d ago ,2023-01-30,https://www.tiktok.com/@detruthchannel/video/7180327170697465115,7383,5530,2741,2022-12-23
kalu ada mnteri yg ckp x serupa bikin sewajarnya kita tolak dia pd pru akn dtg🤭😁😁😁,@rizzrizal80,rizzrizal80 ,0,0,6d ago ,2023-01-30,https://www.tiktok.com/@detruthchannel/video/7180327170697465115,7383,5530,2741,2022-12-23
😂😂😂😂😂😂,@adikmanja31,🅐︎𝔡ᴉⓀ︎ ᵐᗩ𝓷𝚓𝕒 ,0,0,6d ago ,2023-01-30,https://www.tiktok.com/@detruthchannel/video/7180327170697465115,7383,5530,2741,2022-12-23
menteri pakar formula 🤣🤣🤣🤣🤣,@saiepoolmie,saiepoolmie ,0,0,1w ago ,2023-01-30,https://www.tiktok.com/@detruthchannel/video/7180327170697465115,7383,5530,2741,2022-12-23
setakat ni ja kaa 😂😂😂 sblm pru uwahh kemain ekk,@djinnz_iffryt,الجني إفريت ,0,0,1-22,2023-01-30,https://www.tiktok.com/@detruthchannel/video/7180327170697465115,7383,5530,2741,2022-12-23
idea panjang tapi xde keputusan,@azmiljerr,Azmiljerrr ,0,0,1-21,2023-01-30,https://www.tiktok.com/@detruthchannel/video/7180327170697465115,7383,5530,2741,2022-12-23
😏😏😏,@kem8unicornswan,Kəm ,0,0,1-9,2023-01-30,https://www.tiktok.com/@detruthchannel/video/7180327170697465115,7383,5530,2741,2022-12-23
inikah formulanya yg diwawarkan pakar formula😂,@zulhilmi37,Zul Hilmi ,0,0,1-4,2023-01-30,https://www.tiktok.com/@detruthchannel/video/7180327170697465115,7383,5530,2741,2022-12-23
formula one kawan....oi oi ya oi.,@aizatkasihaizatka,aizatkasihaizatka ,0,0,1-1,2023-01-30,https://www.tiktok.com/@detruthchannel/video/7180327170697465115,7383,5530,2741,2022-12-23
😂😂😂😂,@asandato75,asandato75 ,0,0,2022-12-31,2023-01-30,https://www.tiktok.com/@detruthchannel/video/7180327170697465115,7383,5530,2741,2022-12-23
"antara formula rapiji...""rakyat kena pikir sendri""",@krhezam,KrHezam ,0,0,2022-12-31,2023-01-30,https://www.tiktok.com/@detruthchannel/video/7180327170697465115,7383,5530,2741,2022-12-23
😂😂😂 xserik2 kene kencing,@pubgg8050,pub gg805 ,0,0,2022-12-31,2023-01-30,https://www.tiktok.com/@detruthchannel/video/7180327170697465115,7383,5530,2741,2022-12-23
wow..tk terpikir ambo..,@amil_aircond,amil_aircond ,0,0,2022-12-30,2023-01-30,https://www.tiktok.com/@detruthchannel/video/7180327170697465115,7383,5530,2741,2022-12-23
😂😂😂😂 menteri chipsmore... kejap ada kejap xde,@adamazha2,Adam Azha ,0,0,2022-12-30,2023-01-30,https://www.tiktok.com/@detruthchannel/video/7180327170697465115,7383,5530,2741,2022-12-23
😂😂😂😂,@hamadaika86,GƦ6丶乡P0KMAT ,0,0,2022-12-29,2023-01-30,https://www.tiktok.com/@detruthchannel/video/7180327170697465115,7383,5530,2741,2022-12-23
bagus idea ni...tlg masukan dlm buku teks sekolah...,@mohdzaidi4595,mohdzaidi4595 ,0,0,2022-12-29,2023-01-30,https://www.tiktok.com/@detruthchannel/video/7180327170697465115,7383,5530,2741,2022-12-23
😂😂😂😂😂😂😂😂,@orga7d,Orga ,0,0,2022-12-29,2023-01-30,https://www.tiktok.com/@detruthchannel/video/7180327170697465115,7383,5530,2741,2022-12-23
😂😂😂😂 jwpn paling win aku dgr dr seorng menteri..😂😂😂😂,@user95054945671871azri,rakyat penattt ,0,0,2022-12-29,2023-01-30,https://www.tiktok.com/@detruthchannel/video/7180327170697465115,7383,5530,2741,2022-12-23
idea terbaik abab 2023,@bidoialaw,bidoialaw ,0,0,2022-12-29,2023-01-30,https://www.tiktok.com/@detruthchannel/video/7180327170697465115,7383,5530,2741,2022-12-23
"hataran Mahal, jgn kahwin ee 😅😅",@pu3lobstar,walid@Ummi ,0,0,2022-12-29,2023-01-30,https://www.tiktok.com/@detruthchannel/video/7180327170697465115,7383,5530,2741,2022-12-23
😂😂😂 mudah betul jadi menteri ekonemi ph ya,@anie_916,anie ,0,0,2022-12-29,2023-01-30,https://www.tiktok.com/@detruthchannel/video/7180327170697465115,7383,5530,2741,2022-12-23
haaa tepuk..😂,@orgtua_n9,THE BALANG ,0,0,2022-12-29,2023-01-30,https://www.tiktok.com/@detruthchannel/video/7180327170697465115,7383,5530,2741,2022-12-23
terbaik lah menteri komen...,@shaiful_70,Shaiful70 ,0,0,2022-12-29,2023-01-30,https://www.tiktok.com/@detruthchannel/video/7180327170697465115,7383,5530,2741,2022-12-23
@ABAH.aspirasi tengok anak buah kau apa dia cakap.😂😂😂,@manafputra289,Manaf Putra289 ,1,0,2022-12-29,2023-01-30,https://www.tiktok.com/@detruthchannel/video/7180327170697465115,7383,5530,2741,2022-12-23
baik lantik aku jd menteri..,@nazir_rani,NAZIR_RANI ,0,0,2022-12-29,2023-01-30,https://www.tiktok.com/@detruthchannel/video/7180327170697465115,7383,5530,2741,2022-12-23
Formula hebat Dari Menteri sebelum niey. hebat2... 😂,@riz_racuntiktok,Riz88shop ,0,0,2022-12-29,2023-01-30,https://www.tiktok.com/@detruthchannel/video/7180327170697465115,7383,5530,2741,2022-12-23
ini formula lama.. zaman Parameswara lg dah amalkan,@dr.pokok0,Dr. Pokok ,1,0,2022-12-29,2023-01-30,https://www.tiktok.com/@detruthchannel/video/7180327170697465115,7383,5530,2741,2022-12-23
idea yang baik. formula kasi review ayam kena naikkan harga minimum 30 sekor jadi permintaan rendah nanti ayam banyak,@ismailabubakar616,ismailabubakar616 ,1,0,2022-12-29,2023-01-30,https://www.tiktok.com/@detruthchannel/video/7180327170697465115,7383,5530,2741,2022-12-23
Cuba kerajaan bagi dana utk usahawan ternak ayam dan telur. Bagi satu masa utk harga mahal tp sampai masa menuai kita turunkan harga ayam.,@claypot4,Clay Pot348 ,0,0,2022-12-29,2023-01-30,https://www.tiktok.com/@detruthchannel/video/7180327170697465115,7383,5530,2741,2022-12-23
"intro ayat mcm pakar ekonomi, last last jgn makan ayam...kata je la aku takleh kontrol tokey ayam.",@fizanmoh,fizanmoh ,1,0,2022-12-29,2023-01-30,https://www.tiktok.com/@detruthchannel/video/7180327170697465115,7383,5530,2741,2022-12-23
😂😂😂,@ismailabdullah8881,ismailabdullah8881 ,0,0,2022-12-29,2023-01-30,https://www.tiktok.com/@detruthchannel/video/7180327170697465115,7383,5530,2741,2022-12-23
Terbukti segala formula adalah kenching manis 😂😂😂,@nasrulsapri,Nasrul Sapri ,1,0,2022-12-29,2023-01-30,https://www.tiktok.com/@detruthchannel/video/7180327170697465115,7383,5530,2741,2022-12-23
cafe kat parlimen kna mula dlu jgn jual ayam,@srgeant59,srgeant59 ,1,0,2022-12-29,2023-01-30,https://www.tiktok.com/@detruthchannel/video/7180327170697465115,7383,5530,2741,2022-12-23
hahaha hanciang kene kenciang.. wahahahahah😁😁😁,@mamat_apin,Apin RQT ,1,0,2022-12-29,2023-01-30,https://www.tiktok.com/@detruthchannel/video/7180327170697465115,7383,5530,2741,2022-12-23
kemah boh....💪💪💪💪,@kown71,khairuljunaidi516 ,1,0,2022-12-24,2023-01-30,https://www.tiktok.com/@detruthchannel/video/7180327170697465115,7383,5530,2741,2022-12-23
dari reducekan demand kenapa govt tak tolong increasekan the supply. buat la projek apa pon utk bantu anak muda yg minat utk ceburi bidang penternakan,@afiqfirdaus95,Afiq Firdaus ,1,0,2022-12-24,2023-01-30,https://www.tiktok.com/@detruthchannel/video/7180327170697465115,7383,5530,2741,2022-12-23
kalau mcm ni punya formula silap besaq aku x undi ph aritu😂😂,@afiqsufyan,AfiqSufyan ,1,0,2022-12-24,2023-01-30,https://www.tiktok.com/@detruthchannel/video/7180327170697465115,7383,5530,2741,2022-12-23
📢📢📢 CAI mna CAI tolg Komen skit atau pn bg Talkin skit kt sirapuji ni 😂😂,@azroy_masyukkk88,AZROY MASYUKKK ,1,0,2022-12-24,2023-01-30,https://www.tiktok.com/@detruthchannel/video/7180327170697465115,7383,5530,2741,2022-12-23
Baik xpyh cakap😜,@hilmi3969,Hilmi_lc ,1,0,2022-12-24,2023-01-30,https://www.tiktok.com/@detruthchannel/video/7180327170697465115,7383,5530,2741,2022-12-23
uuurmmm pulok doh😅,@arzatopia,LoL ,1,0,2022-12-24,2023-01-30,https://www.tiktok.com/@detruthchannel/video/7180327170697465115,7383,5530,2741,2022-12-23
macam penah dengar...😂,@jeniangsaz79,Jeniang Saz ,1,0,2022-12-24,2023-01-30,https://www.tiktok.com/@detruthchannel/video/7180327170697465115,7383,5530,2741,2022-12-23
formula lama ni. kitar semula 😏,@suzi.lawa,Suzilawati ,1,0,2022-12-24,2023-01-30,https://www.tiktok.com/@detruthchannel/video/7180327170697465115,7383,5530,2741,2022-12-23
tahniah 2 ini yg kita cari terbaikk betul2 kita patut jauhi ayam betul tu tk terfikir plk🤣🤣🤣,@wansaerahwanomar,W N Saerah ,1,0,2022-12-24,2023-01-30,https://www.tiktok.com/@detruthchannel/video/7180327170697465115,7383,5530,2741,2022-12-23
menteri apo ni,@mohdrizal_79,@Mohd Rizal ,1,0,2022-12-24,2023-01-30,https://www.tiktok.com/@detruthchannel/video/7180327170697465115,7383,5530,2741,2022-12-23
Formula yg bukan²,@daus_speedpilot,daus_speedPilot ,1,0,2022-12-24,2023-01-30,https://www.tiktok.com/@detruthchannel/video/7180327170697465115,7383,5530,2741,2022-12-23
ayam pun xleh makan jem ar..dh la ikan mahal gile skrg😂,@asyrafamirrr,*Asyraf Amirrr* ,1,0,2022-12-24,2023-01-30,https://www.tiktok.com/@detruthchannel/video/7180327170697465115,7383,5530,2741,2022-12-23
aku dah plan nak bela ayam telur..lepas ni tak payah dah beli telur,@sr.mohdnafi.pqs,Mr.Quantum MN ,1,0,2022-12-24,2023-01-30,https://www.tiktok.com/@detruthchannel/video/7180327170697465115,7383,5530,2741,2022-12-23
menteri level kedai kopi ke apa ni😂😂,@faris_wahyuddin,Faris Wahyuddin ,1,0,2022-12-24,2023-01-30,https://www.tiktok.com/@detruthchannel/video/7180327170697465115,7383,5530,2741,2022-12-23
Terbaik boh😂😂😂,@ahmadjamaluddin3,Ahmad Jamaluddin ,1,0,2022-12-24,2023-01-30,https://www.tiktok.com/@detruthchannel/video/7180327170697465115,7383,5530,2741,2022-12-23
kalau tak caya cuba buat😁😁😁,@aim.70,aim abu ,1,0,2022-12-24,2023-01-30,https://www.tiktok.com/@detruthchannel/video/7180327170697465115,7383,5530,2741,2022-12-23
menteri mcm ni kita kena sokong..,@aaqil1159,Aaqil ,1,0,2022-12-24,2023-01-30,https://www.tiktok.com/@detruthchannel/video/7180327170697465115,7383,5530,2741,2022-12-23
Ini saja kah formula nya rafizi😅😅😅,@kaklong_angsana,Kak Long Angsana ,1,0,2022-12-24,2023-01-30,https://www.tiktok.com/@detruthchannel/video/7180327170697465115,7383,5530,2741,2022-12-23
hahaha.. menteri pun.. sepatutnya cari jalan mcam mna nk kurangkan harga barang,@kekandafahmi64,فهمي ,0,0,2022-12-24,2023-01-30,https://www.tiktok.com/@detruthchannel/video/7180327170697465115,7383,5530,2741,2022-12-23
lol😂😳,@dekmatt5807,dek matt5807 ,0,0,2022-12-24,2023-01-30,https://www.tiktok.com/@detruthchannel/video/7180327170697465115,7383,5530,2741,2022-12-23
dasyat tul formula dia....,@senopatidunia,salju ,0,0,2022-12-24,2023-01-30,https://www.tiktok.com/@detruthchannel/video/7180327170697465115,7383,5530,2741,2022-12-23
bijak..sngt bijak..ssuai dgn muka..tgk muka pn tau muka bijak,@leewangxian,TN ,0,0,2022-12-24,2023-01-30,https://www.tiktok.com/@detruthchannel/video/7180327170697465115,7383,5530,2741,2022-12-23
betui bijak sungguh menteri rapiji ni,@wira_1762,wira angkasa ,0,0,2022-12-24,2023-01-30,https://www.tiktok.com/@detruthchannel/video/7180327170697465115,7383,5530,2741,2022-12-23
tumbuhkan lagi usahawan muda dlm pternakkan dan pertanian..kluarkan insentif bagi yg nak mulakan projek2 dlm industri tu..,@noahmikhael19,noah mikhael ,0,0,2022-12-24,2023-01-30,https://www.tiktok.com/@detruthchannel/video/7180327170697465115,7383,5530,2741,2022-12-23
hahahahahahaha basah kne kencing...gitu aja formulanya,@sufiandahalan14,sufiandahalan ,0,0,2022-12-24,2023-01-30,https://www.tiktok.com/@detruthchannel/video/7180327170697465115,7383,5530,2741,2022-12-23
"sefih dgn mentaliti n cara pemikiran menteri menteri zaman skrg, tak spt cara pemikiran para menteri dulu dulu walaupun tak semaju dunia skrg🥺🥺🥺",@nizamuiznaufal_23.1,Maha Qaseh ,0,0,2022-12-24,2023-01-30,https://www.tiktok.com/@detruthchannel/video/7180327170697465115,7383,5530,2741,2022-12-23
"yb rafizi nk menyentuh sbb ini isu Kartel..jdi,ade betol nyer..kena buat jgk utk sedarkn pihak2 yg nk kaut keuntungan yg menekan kehidupan",@azrimohammadsaadon,azrimohammadsaadon ,0,0,2022-12-24,2023-01-30,https://www.tiktok.com/@detruthchannel/video/7180327170697465115,7383,5530,2741,2022-12-23
formula trbaru,@muzisjem,bonney jem ,0,0,2022-12-24,2023-01-30,https://www.tiktok.com/@detruthchannel/video/7180327170697465115,7383,5530,2741,2022-12-23
hihihi,@selena_2109,Selena_2109 ,0,0,2022-12-24,2023-01-30,https://www.tiktok.com/@detruthchannel/video/7180327170697465115,7383,5530,2741,2022-12-23
terlalu bijak...pangkah la lg,@zarakiichigo,zaraki ichigo ,0,0,2022-12-24,2023-01-30,https://www.tiktok.com/@detruthchannel/video/7180327170697465115,7383,5530,2741,2022-12-23
oh mcm tue...klau telur pulak...telur xde..kena kurangkan mkn telur la🤣🤣erm...perniaga yg jual nasi lemak nie..xpayh taruh telur la lepas nie..,@fazilamohamed3,Fazila Mohamed ,0,0,2022-12-24,2023-01-30,https://www.tiktok.com/@detruthchannel/video/7180327170697465115,7383,5530,2741,2022-12-23
skunk aku masak popcorn je..tak yah lauk..😂😂😂,@ejamputra,Encik Eijam ,0,0,2022-12-24,2023-01-30,https://www.tiktok.com/@detruthchannel/video/7180327170697465115,7383,5530,2741,2022-12-23
terbaik rafizi.....kasi ajar sikit peniaga yg dok jual mahal2👍👍👍,@alanlan45,user1929772388778 ,0,0,2022-12-24,2023-01-30,https://www.tiktok.com/@detruthchannel/video/7180327170697465115,7383,5530,2741,2022-12-23
"tak sia2 pangkah ph terbaik😂 menteri semua power.korang rilex beri mereka peluang 5tahun nk tukar,tukar jela 😂kate2 walaun",@r0ticanaii,roticanai ,0,0,2022-12-24,2023-01-30,https://www.tiktok.com/@detruthchannel/video/7180327170697465115,7383,5530,2741,2022-12-23
Fuhhhh...aku pon x terpikir formula ni😅,@hakimsaadanconti,Hakim Saadan ,0,0,2022-12-24,2023-01-30,https://www.tiktok.com/@detruthchannel/video/7180327170697465115,7383,5530,2741,2022-12-23
teringat menteri yg dulu ckp..kalau ayam mahal jgn makan .kalau ikan mahal jgn makan ikan...kalau sayur mahal jgn makan sayur.kita tanam kat kawasan rumah..kalau gaji tak cukup buat lah tiga kerja....🤣🤣🤣🤣,@ronizaimohamadzaini,Ronizai Mohamad Zaini ,0,0,2022-12-24,2023-01-30,https://www.tiktok.com/@detruthchannel/video/7180327170697465115,7383,5530,2741,2022-12-23
😂😂😂 balik awal menteri,@harunyusof4,harun Yusof4 ,0,0,2022-12-24,2023-01-30,https://www.tiktok.com/@detruthchannel/video/7180327170697465115,7383,5530,2741,2022-12-23
mcm tu saja formula mu piji,@miangpaddy,🌾🐓🌾SYAH🌾🐓🌾 ,0,0,2022-12-24,2023-01-30,https://www.tiktok.com/@detruthchannel/video/7180327170697465115,7383,5530,2741,2022-12-23
klau semua brg terlalu mhl nanti stok mkn plak 😂,@fakrul575,fakrul135 ,0,0,2022-12-24,2023-01-30,https://www.tiktok.com/@detruthchannel/video/7180327170697465115,7383,5530,2741,2022-12-23
bagi akulah JD menteri... aku boleh bg idea lg baik,@cerafaraf,cerafaraf ,0,0,2022-12-24,2023-01-30,https://www.tiktok.com/@detruthchannel/video/7180327170697465115,7383,5530,2741,2022-12-23
Ni je k formula dia??,@leazara99,Leazara🌷 ,0,0,2022-12-24,2023-01-30,https://www.tiktok.com/@detruthchannel/video/7180327170697465115,7383,5530,2741,2022-12-23
Sembang Kencang. 2 x 5,@moquescream,MoqueScream ,0,0,2022-12-24,2023-01-30,https://www.tiktok.com/@detruthchannel/video/7180327170697465115,7383,5530,2741,2022-12-23
Dah agak,@syakirmdpogi,Mohd Syakir ,0,0,2022-12-24,2023-01-30,https://www.tiktok.com/@detruthchannel/video/7180327170697465115,7383,5530,2741,2022-12-23
"klu beras dh mahal sgt, kite jgn mkn nasi..kita mkn dedak plak..🤣🤣🤣 dedak pun dh mahal weiii...🤣🤣🤣🤣🤣🤣",@dragon_malaya,dragon malaya🇲🇾 ,0,0,2022-12-24,2023-01-30,https://www.tiktok.com/@detruthchannel/video/7180327170697465115,7383,5530,2741,2022-12-23
menteri formula yg terbaikk abad ni..knp la skrg baru naik menteri mcm ni..sptut nye dr lagi kne naikkan mnteri mcm ni..😂😂😂😂😂,@bakul_kosong89,user8308055168770 ,0,0,2022-12-24,2023-01-30,https://www.tiktok.com/@detruthchannel/video/7180327170697465115,7383,5530,2741,2022-12-23
Cerdiknya,@sheikh_riyas,sheikh_riyas ,0,0,2022-12-24,2023-01-30,https://www.tiktok.com/@detruthchannel/video/7180327170697465115,7383,5530,2741,2022-12-23
hahaha..bijak dia,@fadiladalila9493,wau soyok ,0,0,2022-12-24,2023-01-30,https://www.tiktok.com/@detruthchannel/video/7180327170697465115,7383,5530,2741,2022-12-23
Bijak Rafizi !,@shamiehamdan1,shamie hamdan ,0,0,2022-12-24,2023-01-30,https://www.tiktok.com/@detruthchannel/video/7180327170697465115,7383,5530,2741,2022-12-23
Formula baru ke ni... X sesuai ni plan b la plak😂,@nanybeauty_,NaniDzul ,0,0,2022-12-24,2023-01-30,https://www.tiktok.com/@detruthchannel/video/7180327170697465115,7383,5530,2741,2022-12-23
kongsi skrip dgn kerajaan lama ke?,@genxlee.aje,genxlee ,0,0,2022-12-24,2023-01-30,https://www.tiktok.com/@detruthchannel/video/7180327170697465115,7383,5530,2741,2022-12-23
Asal aku x terpikir yerk formula nie…😅😅😅,@tansriisajalinu,Tan Sri Isa Jalinu ,0,0,2022-12-24,2023-01-30,https://www.tiktok.com/@detruthchannel/video/7180327170697465115,7383,5530,2741,2022-12-23
senang kerja xyah nak stress jwpan sorang yg cerdik pandai,@dknight0697,battosai ,0,0,2022-12-24,2023-01-30,https://www.tiktok.com/@detruthchannel/video/7180327170697465115,7383,5530,2741,2022-12-23
alamak rapiji sudah salah formula,@abezultanahitam,Abe zul ,0,0,2022-12-24,2023-01-30,https://www.tiktok.com/@detruthchannel/video/7180327170697465115,7383,5530,2741,2022-12-23
Tak tau nak gelak ke nak sedih,@ayie_wahid,azhariwahid ,0,0,2022-12-24,2023-01-30,https://www.tiktok.com/@detruthchannel/video/7180327170697465115,7383,5530,2741,2022-12-23
TAHNIAH😂DAK DAK PH😂HAHAHAHAHAHA,@ashrafisa97,Asyraf Isa ,0,0,2022-12-24,2023-01-30,https://www.tiktok.com/@detruthchannel/video/7180327170697465115,7383,5530,2741,2022-12-23
"haha kena dah pokai ekomi ,😂😂",@azrinazizan51,azrinazizan51 ,0,0,2022-12-24,2023-01-30,https://www.tiktok.com/@detruthchannel/video/7180327170697465115,7383,5530,2741,2022-12-23
kelakar lahhh pak menteri pak menteri kerjaan baru ni…masuk program lawak ler gitu,@cikjuju26,🌸CIKJUE 🌸 ,0,0,2022-12-24,2023-01-30,https://www.tiktok.com/@detruthchannel/video/7180327170697465115,7383,5530,2741,2022-12-23
dia nk ckp xyah beli nmpak kasar sgt. jadi dia guna ayat menjauhi. 😅,@hairulazlanshaari,ciklanStedy ,0,0,2022-12-24,2023-01-30,https://www.tiktok.com/@detruthchannel/video/7180327170697465115,7383,5530,2741,2022-12-23
😂😂😂😂ni nama kan raja lawak,@user4301381814886,user4301381814886 ,0,0,2022-12-24,2023-01-30,https://www.tiktok.com/@detruthchannel/video/7180327170697465115,7383,5530,2741,2022-12-23
Mudahnya jawapan.. 😏😏,@pokkjan,Mohd Amizan ,0,0,2022-12-24,2023-01-30,https://www.tiktok.com/@detruthchannel/video/7180327170697465115,7383,5530,2741,2022-12-23
kami mahu formula,@userman84,MOHD NORISMAN ,0,0,2022-12-24,2023-01-30,https://www.tiktok.com/@detruthchannel/video/7180327170697465115,7383,5530,2741,2022-12-23
formula Sgt la😂😂😂,@kentharry2,✝✝👉kent✌️harry👈⛪✝ ,0,0,2022-12-24,2023-01-30,https://www.tiktok.com/@detruthchannel/video/7180327170697465115,7383,5530,2741,2022-12-23
Ni formula Ahmad Maslan,@hizarfarhan.arl,Hizar Farhan ,0,0,2022-12-24,2023-01-30,https://www.tiktok.com/@detruthchannel/video/7180327170697465115,7383,5530,2741,2022-12-23
pakar formula 😅😅,@fahmihanif93,fahmihanif93 ,0,0,2022-12-24,2023-01-30,https://www.tiktok.com/@detruthchannel/video/7180327170697465115,7383,5530,2741,2022-12-23
lps tgk PC ni..aku rasa aku layak jd menteri...,@tokgowo,TokGowo ,0,0,2022-12-24,2023-01-30,https://www.tiktok.com/@detruthchannel/video/7180327170697465115,7383,5530,2741,2022-12-23
😂😂😂bukan dia kawal tp dia buat mcmtu eloklah,@nuratira587,Nur Atira587 ,0,0,2022-12-24,2023-01-30,https://www.tiktok.com/@detruthchannel/video/7180327170697465115,7383,5530,2741,2022-12-23
mana formula2…. baik p bercakap atas lori balik la…😂,@amarghassani,amar@aman ,0,0,2022-12-24,2023-01-30,https://www.tiktok.com/@detruthchannel/video/7180327170697465115,7383,5530,2741,2022-12-23
formula ekonomi ni...bijak sungguh✅,@salwanisapei,salwanisapei ,0,0,2022-12-24,2023-01-30,https://www.tiktok.com/@detruthchannel/video/7180327170697465115,7383,5530,2741,2022-12-23
Fomula terbelakang yg dicadangkan. sebaliknya rakyat lebih bijak melakukannya.Rakyat inginkan gerakan kawalan dari kementerian dan bukannya memejam m,@zaharibrozairiess,zaharibrozairiess ,0,0,2022-12-24,2023-01-30,https://www.tiktok.com/@detruthchannel/video/7180327170697465115,7383,5530,2741,2022-12-23
"😅😅😅x Tau nk cakap apa, kita perhati utk 5 thn then kasi tukar😅",@nurshida460,shida ,0,0,2022-12-24,2023-01-30,https://www.tiktok.com/@detruthchannel/video/7180327170697465115,7383,5530,2741,2022-12-23
mudahhh,@nawal.idham,zaira🦋 ,0,0,2022-12-24,2023-01-30,https://www.tiktok.com/@detruthchannel/video/7180327170697465115,7383,5530,2741,2022-12-23
Korang paham kan conpany dia sendiri rugi berniaga…. Lagi nak suh dianoegang ekonomi,@mcdmc999,fahmimusa636 ,0,0,2022-12-24,2023-01-30,https://www.tiktok.com/@detruthchannel/video/7180327170697465115,7383,5530,2741,2022-12-23
😏😏😏,@sayabibiksaja,shaye ade miau ,0,0,2022-12-24,2023-01-30,https://www.tiktok.com/@detruthchannel/video/7180327170697465115,7383,5530,2741,2022-12-23
aku mmg pikir mcmni dari dulu lg tp logik la aku rakyat biasa. menteri pn pikir gini gak? eh menteri2 ni mmg lnsg xde kuasa utk kontrol harga ke?,@sakurash_sh69,sakuraa ,0,0,2022-12-24,2023-01-30,https://www.tiktok.com/@detruthchannel/video/7180327170697465115,7383,5530,2741,2022-12-23
