comment,username,nickname,likes,noOfRepliedComments,posted_date,extracted_date,video_likes,video_comments,video_shared
"betul tuan , sekiranya terlaksana keluarka. Dan simpan di asb untuk kecemasaan 😂 peluang hanya sekali😂",@alexandersajabahini,NEWS ALEKTIKTOK ,17,0,7h ago ,2023-01-28,3054,2,326
semak2 jgn tak semak...😁😁,@user9930224923909,user9930224923909 ,8,0,8h ago ,2023-01-28,3054,2,326
