tiktok_link,tiktok_description,tiktok_hashtag,Username,Views,posted_date,extracted_date
https://www.tiktok.com/@jason.yew/video/7190286476234460443,"""Buka pintu hati kita, selamatlah negara kita"" #PMX  #MalaysiaMadani  #KerajaanPerpaduan  #DemiPertiwi  #DSAIPM10  #anwaribrahim  #KEADILANuntukSemua  #foryou  ",#PMX #MalaysiaMadani #KerajaanPerpaduan #DemiPertiwi #DSAIPM10 #anwaribrahim #KEADILANuntukSemua #foryou,jason.yew,196.9K,1-19,2023-02-01
https://www.tiktok.com/@jason.yew/video/7190312189708750107,"PMX tiba di Kuching, Sarawak untuk lawatan kerja rasmi selama 2 hari #PMX  #MalaysiaMADANI  #KerajaanPerpaduan  #DemiPertiwi  #DSAIPM10  #anwaribrahim  #KEADILANuntukSemua  #foryou  ",#PMX #MalaysiaMADANI #KerajaanPerpaduan #DemiPertiwi #DSAIPM10 #anwaribrahim #KEADILANuntukSemua #foryou,jason.yew,179.1K,1-19,2023-02-01
https://www.tiktok.com/@jason.yew/video/7189868285549137179,ok Gong Xi Fa Cai 😂 #PMX  #MalaysiaMadani  #KerajaanPerpaduan  #DemiPertiwi  #DSAIPM10  #anwaribrahim  #KEADILANuntukSemua  #NewYearRabbitDance  #cnybazaar2023  #foryou  ,#PMX #MalaysiaMadani #KerajaanPerpaduan #DemiPertiwi #DSAIPM10 #anwaribrahim #KEADILANuntukSemua #NewYearRabbitDance #cnybazaar2023 #foryou,jason.yew,829.6K,1-18,2023-02-01
https://www.tiktok.com/@jason.yew/video/7191798051894414619,PMX yakin 🇲🇾 ada potensi baik diangkat semula sebagai negara maju di rantau ini dengan syarat tolak rasuah #PMX  #MalaysiaMADANI  #KerajaanPerpaduan  #DemiPertiwi  #DSAIPM10  #anwaribrahim  #KEADILANuntukSemua  #foryou  ,#PMX #MalaysiaMADANI #KerajaanPerpaduan #DemiPertiwi #DSAIPM10 #anwaribrahim #KEADILANuntukSemua #foryou,jason.yew,134.4K,1-23,2023-02-01
https://www.tiktok.com/@jangzorro/video/7190270892599954714,#PMX  #DSAI  #kerajaanperpaduan  #malaysiamadani  #pakatanharapan  #barisannasional  #perikatannasional  ,#PMX #DSAI #kerajaanperpaduan #malaysiamadani #pakatanharapan #barisannasional #perikatannasional,jangzorro,11K,1-19,2023-02-01
https://www.tiktok.com/@mykomnasional/video/7192782092864900378,"PEKERJA ASING MAJIKAN  DIBERI AMARAN, SEDIA bTEMPAT  TINGGAL PEKERJA SELESA @sivakumarbg  #perdanamenterike10  #salamperpaduan  #mykomnasional  #DEMIPERTIWI  #malaysiamadani  #kerajaanydpa  ",#perdanamenterike10 #salamperpaduan #mykomnasional #DEMIPERTIWI #malaysiamadani #kerajaanydpa,mykomnasional,163.3K,2023-1-26,2023-02-01
https://www.tiktok.com/@amanahkedah02/video/7192519786088107291,#malaysiamadani  #demipertiwi  #rahmatanlilalamin  #KerajaanPerpaduan  #partiamanahnegara  #amanahkedah  #pakatanharapan  #pemudaamanahkedah  #anakmudabangkit  #kedahdarulaman  #kedah  ,#malaysiamadani #demipertiwi #rahmatanlilalamin #KerajaanPerpaduan #partiamanahnegara #amanahkedah #pakatanharapan #pemudaamanahkedah #anakmudabangkit #kedahdarulaman #kedah,amanahkedah02,65.7K,2023-1-25,2023-02-01
https://www.tiktok.com/@kakaklazer/video/7191858900419857691,Dunia akhir zaman bila ulama menjadi ahli politik sempit #CapCut  #kerajaanperpaduan  #kerajaanydpa  #dsai  #dsaipm10  #masyarakatmadani  #pasrasuah  #kerajaanprihatin  #sayangpm  ,#CapCut #kerajaanperpaduan #kerajaanydpa #dsai #dsaipm10 #masyarakatmadani #pasrasuah #kerajaanprihatin #sayangpm,kakaklazer,8531,1-23,2023-02-01
https://www.tiktok.com/@jason.yew/video/7194059149716507930,"""Nurul Izzah tidak dibayar gaji/elaun sebagai Penasihat Kanan PM"" - PM Anwar #penasihat  #nurulizzahanwar  #PMX  #MalaysiaMADANI  #KerajaanPerpaduan  #DSAIPM10  #anwaribrahim  #KEADILANuntukSemua  #foryou  ",#penasihat #nurulizzahanwar #PMX #MalaysiaMADANI #KerajaanPerpaduan #DSAIPM10 #anwaribrahim #KEADILANuntukSemua #foryou,jason.yew,483.8K,2023-1-29,2023-02-01
https://www.tiktok.com/@demipertiwi09/video/7193665520384609562,#kerajaanperpaduan  #malaysiamadani  #dsai  #pmx  #pm10  #fyp  ,#kerajaanperpaduan #malaysiamadani #dsai #pmx #pm10 #fyp,demipertiwi09,3932,2023-1-28,2023-02-01
https://www.tiktok.com/@purewalaun/video/7192126495970594054,#tolak  #rasuah  #anwaribrahim  #kerajaanperpaduan  #perpaduan  #MalaysiaMADANI  #terbaik  #PAS  #perikatannasional  #foryou  #fyp  #viralvideo  #viraltiktok  ,#tolak #rasuah #anwaribrahim #kerajaanperpaduan #perpaduan #MalaysiaMADANI #terbaik #PAS #perikatannasional #foryou #fyp #viralvideo #viraltiktok,purewalaun,4011,1-24,2023-02-01
