comment,username,nickname,likes,noOfRepliedComments,posted_date,extracted_date,video_likes,video_comments,video_shared
npk pelik tapi mmg dia,@acai50,ONE PIECE ,0,0,2022-11-9,2023-01-30,10.8K,298,270
aku memang minat dia ni.. Walau pun parti dia aku tak minat😁,@owmxr,OWMAR® ,0,0,2022-11-8,2023-01-30,10.8K,298,270
aku rasa boleh menang kalau lawan syed saddiq ni,@x234yz78abc9,Z8 ,0,0,2022-11-8,2023-01-30,10.8K,298,270
"Hahahaha… PRU turun main semua, lepas menang hilang la oi",@sisturrrrzzz,Sisturrrz ,0,0,2022-11-8,2023-01-30,10.8K,298,270
member koyak lol,@ramb00413,Rambo ,0,0,2022-11-8,2023-01-30,10.8K,298,270
ini pun salah satu cara berkempen juga😁,@ninusline,ninusline ,0,0,2022-11-8,2023-01-30,10.8K,298,270
try ler main Ngan Syed sadiq mesti best,@cahayashahid1,cahaya syahid ,0,0,2022-11-8,2023-01-30,10.8K,298,270
You tukar pakaian dulu kasi sport sikit Dato Misbun Razif Semua Segan dengan saya Tau.....Saya pakai restring 25 3/4 Boleh?,@mohamed439fadzli,user784547395894 Mohamed Fadzl ,0,0,2022-11-8,2023-01-30,10.8K,298,270
ltk awek cun lawan umno pulak...bpleh x ??,@ahmadsidibindin,ahmadsidibindin ,0,0,2022-11-8,2023-01-30,10.8K,298,270
kita main semingu sekali.diaorang main 5tahun sekali😁,@pianbesut,user98917819337383 ,0,0,2022-11-8,2023-01-30,10.8K,298,270
lawak apakah niii,@arrwal,shawalabdullah ,0,0,2022-11-8,2023-01-30,10.8K,298,270
org main pkai bju sukan...yg dh nape pkai bju kurung😌,@haayelahhh,iyolah ,0,0,2022-11-4,2023-01-30,10.8K,298,270
"nk turun main pun, pakai la baju sukan",@maqorz007,maqorz007 ,0,0,2022-11-4,2023-01-30,10.8K,298,270
tolak ph,@juharamahbah7,Juhara Mahbah ,0,0,2022-11-3,2023-01-30,10.8K,298,270
Sokong YB izzah,@abglados,AbgLados ,0,0,2022-11-3,2023-01-30,10.8K,298,270
ne semua wayang nak PRU dikatakan 😂😂😂😂,@petta_limpoh,Man®_kecik ,0,0,2022-11-3,2023-01-30,10.8K,298,270
"baru nampak muka tina nim, nasib baik ada pru",@user1885420315866,user1885420315866 ,0,0,2022-11-2,2023-01-30,10.8K,298,270
biasa nk undi kn mcm mcm hmmm,@zaidishahdan,zaidishahdan ,0,0,2022-11-2,2023-01-30,10.8K,298,270
"Aikk 5 tahun sekali main badminton ko,selalu main golf kan",@madjull83,Zul Ismail965 ,0,0,2022-11-2,2023-01-30,10.8K,298,270
wayang,@mohamadrosli4,Mohamad Rosli ,0,0,2022-11-2,2023-01-30,10.8K,298,270
nk mengundi ja turun la main badminton. selama ni pi mana,@azmanzakaria73,azmanzakaria73 ,0,0,2022-11-1,2023-01-30,10.8K,298,270
ye pun pkai la pakaian sukan yg sesuai😂,@ed1966_68,Abdul Hadi Omaruddin ,0,0,2022-10-30,2023-01-30,10.8K,298,270
mcm2 menteri keluar time nk pru...badminton berkurung pun hado...mcm2,@mienogonzalezza,papa megah holding ,0,0,2022-10-26,2023-01-30,10.8K,298,270
baju kurung 1 hal.. on kipas lg.. 😏😏.,@exzos89,Exzos Onz ,0,0,2022-10-26,2023-01-30,10.8K,298,270
pakailah Pakaian Sukan.,@hamizan5511,Mizan ,0,0,2022-10-25,2023-01-30,10.8K,298,270
"PH menang rakyat senang,PH kencinnnng macai hancinnng💦💦💦💦",@rezarusan54,rezarusan54 ,0,0,2022-10-25,2023-01-30,10.8K,298,270
PH pasti Menang,@syam_p.r.j,💫SYAM P*R*J💫 ,0,0,2022-10-25,2023-01-30,10.8K,298,270
ikut situasi la kot ye pon nk bersukan pakaian nya,@dicanaza,dicanaza ,0,0,2022-10-25,2023-01-30,10.8K,298,270
nok pru ada je lah,@kk.yaa_,suya ,0,0,2022-10-25,2023-01-30,10.8K,298,270
YB ware a proper suit lah for badminton,@rdx1970,RDX753 ,0,0,2022-10-25,2023-01-30,10.8K,298,270
"apabila pru semakin hampir,maka semua menteri sibuk",@sayaabglongenal,abg long enal ,0,0,2022-10-25,2023-01-30,10.8K,298,270
agak2 blakon pon😂,@muhdnazmi24,Muhd Nazmi ,0,0,2022-10-25,2023-01-30,10.8K,298,270
janji boleh merayu undi biar lah pakai apa pun😅😅😅😅😅lapar undi,@jatrizal,Jat Rizal ,0,0,2022-10-25,2023-01-30,10.8K,298,270
tak kena dgn baju,@hazrulakmarrazali,hazrulakmarrazali ,0,0,2022-10-24,2023-01-30,10.8K,298,270
klu yb team lain matilanak kna kecam..tp beza plk dgn yg ni..😂😂,@wawasan2020,TheRock ,0,0,2022-10-24,2023-01-30,10.8K,298,270
dekat nak mengundi semua pandai buat,@ryanendut77,Ryan Comel ,0,0,2022-10-24,2023-01-30,10.8K,298,270
pi lah tgk org yg susah bnyk masa tu,@putradamm,putradamm7 ,0,0,2022-10-24,2023-01-30,10.8K,298,270
bila nak undi macam2 nak tunjuk..,@1983lang,Lang -1983 ,0,0,2022-10-24,2023-01-30,10.8K,298,270
dia bukan org sibuk nak glamour pkai bj mahal kasut tnggi dia educated🥰🥰,@user9260510553803,user9260510553803 ,1,0,2022-10-24,2023-01-30,10.8K,298,270
style baru ker main pki baju kurung😂😂😂,@littleman_29,littleman ,0,0,2022-10-24,2023-01-30,10.8K,298,270
terbaik..perjuangan izzah dgan anak najib memang jauh bezanyaaaaaa..,@mohamadsyafiq156,mohamadsyafiq156 ,2,0,2022-10-24,2023-01-30,10.8K,298,270
Nurul terbaik...jgn cuba nak hina dia penyamun BN 😏,@kumarmuthumuthu3,Kumar ,1,0,2022-10-24,2023-01-30,10.8K,298,270
pakai lpakaian sukan yg betul nurul,@muhaimin423,nizam ,0,0,2022-10-24,2023-01-30,10.8K,298,270
pakai la track suit,@royaznan,royaznan ,0,0,2022-10-24,2023-01-30,10.8K,298,270
semoga PH kalah maka selamatlah malayu dan islam drp bencana...aamin.. fikir2kanlah,@sentang_sentang,sentang97 ,0,0,2022-10-24,2023-01-30,10.8K,298,270
pakaian sukan zaman ph😁😁😁,@faiqiman545,faiqiman545 ,1,0,2022-10-24,2023-01-30,10.8K,298,270
Patut la anak muda ramai hala ke PKR. Pemimpin mudanya versitil.,@mokhtarudinwahid,Mokhtarudin Wahid ,2,0,2022-10-24,2023-01-30,10.8K,298,270
nie la calon yg bole membela rakyat..bkn BN pyangak,@giliosssss,#rancak dsitu ,2,0,2022-10-24,2023-01-30,10.8K,298,270
boleh sparing dgn sadiq sigaraga,@palataufx,nasi.goreng ,0,0,2022-11-9,2023-01-30,10.8K,298,270
wayang naga,@rahimi491,rahimi491 ,0,0,2022-10-25,2023-01-30,10.8K,298,270
rosmah lg hndei,@user3563961919001,joi ,0,0,2022-10-24,2023-01-30,10.8K,298,270
kalau kawasan kebun getah mungkin ada yg mau menoreh,@user1971421818823,abg zam ,0,0,2022-11-3,2023-01-30,10.8K,298,270
time ni semua pandai ye,@ehramsufli,mikayla75 ,0,0,2022-10-25,2023-01-30,10.8K,298,270
