comment,username,nickname,likes,noOfRepliedComments,posted_date,extracted_date,video_link,video_likes,video_comments,video_shared,video_posted_date,video_views,video_image_link,sentiment,video_caption
tlg la rekomen sapa² yg rasa dia layak memegang jawatan tu.ada ka yg sangguo tanpa upah.,@injeele,Zalee ,0,0,"Friday, 3 February, 2023",7/2/2023,https://www.tiktok.com/@ainurhassim/video/7195181136845229318,305,151,93,"Thursday, 2 February, 2023",12.8K,https://p16-sign-va.tiktokcdn.com/obj/tos-maliva-p-0068/0a79b0ac6e68450bb456a6c84a063e87_1675258662?x-expires=1675767600&x-signature=oOjpZAT9wWhWuA6cjpgfp93wYL4%3D,negative,test
Anwar Ibrahim luar biasa hebat,@user7371816312522,user7371816312522 ,1,0,"Friday, 3 February, 2023",7/2/2023,https://www.tiktok.com/@ainurhassim/video/7195181136845229318,305,151,93,"Thursday, 2 February, 2023",12.8K,https://p16-sign-va.tiktokcdn.com/obj/tos-maliva-p-0068/0a79b0ac6e68450bb456a6c84a063e87_1675258662?x-expires=1675767600&x-signature=oOjpZAT9wWhWuA6cjpgfp93wYL4%3D,positive,test
"betul tu Sis, saya setuju sangat2 org yang taksub dah buta agak nya kod.",@meehongkong123,meehongkong123 ,0,0,"Thursday, 2 February, 2023",7/2/2023,https://www.tiktok.com/@ainurhassim/video/7195181136845229318,305,151,93,"Thursday, 2 February, 2023",12.8K,https://p16-sign-va.tiktokcdn.com/obj/tos-maliva-p-0068/0a79b0ac6e68450bb456a6c84a063e87_1675258662?x-expires=1675767600&x-signature=oOjpZAT9wWhWuA6cjpgfp93wYL4%3D,negative,test
sokong sis,@lailamanja1511,lailamanja1511 ,0,0,"Thursday, 2 February, 2023",7/2/2023,https://www.tiktok.com/@ainurhassim/video/7195181136845229318,305,151,93,"Thursday, 2 February, 2023",12.8K,https://p16-sign-va.tiktokcdn.com/obj/tos-maliva-p-0068/0a79b0ac6e68450bb456a6c84a063e87_1675258662?x-expires=1675767600&x-signature=oOjpZAT9wWhWuA6cjpgfp93wYL4%3D,neutral,test
terbaik sis masuk pn.....,@user336317186740,user336317186740 ,0,0,"Thursday, 2 February, 2023",7/2/2023,https://www.tiktok.com/@ainurhassim/video/7195181136845229318,305,151,93,"Thursday, 2 February, 2023",12.8K,https://p16-sign-va.tiktokcdn.com/obj/tos-maliva-p-0068/0a79b0ac6e68450bb456a6c84a063e87_1675258662?x-expires=1675767600&x-signature=oOjpZAT9wWhWuA6cjpgfp93wYL4%3D,negative,test
nak cari org jujur sangat susah,@ahmadgb235,ahmadgb235 ,0,0,"Thursday, 2 February, 2023",7/2/2023,https://www.tiktok.com/@ainurhassim/video/7195181136845229318,305,151,93,"Thursday, 2 February, 2023",12.8K,https://p16-sign-va.tiktokcdn.com/obj/tos-maliva-p-0068/0a79b0ac6e68450bb456a6c84a063e87_1675258662?x-expires=1675767600&x-signature=oOjpZAT9wWhWuA6cjpgfp93wYL4%3D,negative,test
Terbaik puan yg baik kita sokong baik tapi yg tak betul jgn sokong juga ...,@adnanadnansenik,AdnanSenik ,0,0,"Thursday, 2 February, 2023",7/2/2023,https://www.tiktok.com/@ainurhassim/video/7195181136845229318,305,151,93,"Thursday, 2 February, 2023",12.8K,https://p16-sign-va.tiktokcdn.com/obj/tos-maliva-p-0068/0a79b0ac6e68450bb456a6c84a063e87_1675258662?x-expires=1675767600&x-signature=oOjpZAT9wWhWuA6cjpgfp93wYL4%3D,positive,test
".Bukan soal lantikan tapi soal perkembangan ketirisan duit negara selama ni... Ada sbb knp ambil Nurul,klu taktau strategi Anwar...jgn kecam dulu...",@ritzmangtr,WJF ,1,0,"Thursday, 2 February, 2023",7/2/2023,https://www.tiktok.com/@ainurhassim/video/7195181136845229318,305,151,93,"Thursday, 2 February, 2023",12.8K,https://p16-sign-va.tiktokcdn.com/obj/tos-maliva-p-0068/0a79b0ac6e68450bb456a6c84a063e87_1675258662?x-expires=1675767600&x-signature=oOjpZAT9wWhWuA6cjpgfp93wYL4%3D,negative,test
demi kesejahteraan dan keamanan negara sokong dan undilah kerajaan perpaduan BN PH...Takbirr,@saidhusin15,saidhusin15 ,0,0,"Thursday, 2 February, 2023",7/2/2023,https://www.tiktok.com/@ainurhassim/video/7195181136845229318,305,151,93,"Thursday, 2 February, 2023",12.8K,https://p16-sign-va.tiktokcdn.com/obj/tos-maliva-p-0068/0a79b0ac6e68450bb456a6c84a063e87_1675258662?x-expires=1675767600&x-signature=oOjpZAT9wWhWuA6cjpgfp93wYL4%3D,negative,test
Politik strategi.Nama je penasihat ekonomi.Kerja dia dpt korek fail.Nama pun MEMBANTU.Dah berhasil.Tungguuu....beratur ke mahkamah.,@mutusammy,mamee@7 ,3,0,"Thursday, 2 February, 2023",7/2/2023,https://www.tiktok.com/@ainurhassim/video/7195181136845229318,305,151,93,"Thursday, 2 February, 2023",12.8K,https://p16-sign-va.tiktokcdn.com/obj/tos-maliva-p-0068/0a79b0ac6e68450bb456a6c84a063e87_1675258662?x-expires=1675767600&x-signature=oOjpZAT9wWhWuA6cjpgfp93wYL4%3D,negative,test
gaji tak ambil ..masuk Kut lain😂😂,@mr_ari11,ARI1 ,0,0,"Thursday, 2 February, 2023",7/2/2023,https://www.tiktok.com/@ainurhassim/video/7195181136845229318,305,151,93,"Thursday, 2 February, 2023",12.8K,https://p16-sign-va.tiktokcdn.com/obj/tos-maliva-p-0068/0a79b0ac6e68450bb456a6c84a063e87_1675258662?x-expires=1675767600&x-signature=oOjpZAT9wWhWuA6cjpgfp93wYL4%3D,negative,test
well said 👍,@mazyn65,mazyn@mommy ,0,0,"Thursday, 2 February, 2023",7/2/2023,https://www.tiktok.com/@ainurhassim/video/7195181136845229318,305,151,93,"Thursday, 2 February, 2023",12.8K,https://p16-sign-va.tiktokcdn.com/obj/tos-maliva-p-0068/0a79b0ac6e68450bb456a6c84a063e87_1675258662?x-expires=1675767600&x-signature=oOjpZAT9wWhWuA6cjpgfp93wYL4%3D,neutral,test
this is about the trust ...you misjudgedment...the finance dept still many culprit even new gov action done.you must think long term action...,@sadiqsigarga,ismeth ulam raja ,1,0,"Thursday, 2 February, 2023",7/2/2023,https://www.tiktok.com/@ainurhassim/video/7195181136845229318,305,151,93,"Thursday, 2 February, 2023",12.8K,https://p16-sign-va.tiktokcdn.com/obj/tos-maliva-p-0068/0a79b0ac6e68450bb456a6c84a063e87_1675258662?x-expires=1675767600&x-signature=oOjpZAT9wWhWuA6cjpgfp93wYL4%3D,neutral,test
Lubang je lebih,@nordinobaidullah,nordinobaidullah ,0,0,"Thursday, 2 February, 2023",7/2/2023,https://www.tiktok.com/@ainurhassim/video/7195181136845229318,305,151,93,"Thursday, 2 February, 2023",12.8K,https://p16-sign-va.tiktokcdn.com/obj/tos-maliva-p-0068/0a79b0ac6e68450bb456a6c84a063e87_1675258662?x-expires=1675767600&x-signature=oOjpZAT9wWhWuA6cjpgfp93wYL4%3D,negative,test
"Idea asal adalah utk volunteer, tetapi volunteer tak proper tanpa perlantikan i.e. menyibuk bersama advisors/officers lain.",@azzarqali,Muaz Jabal ,0,0,"Thursday, 2 February, 2023",7/2/2023,https://www.tiktok.com/@ainurhassim/video/7195181136845229318,305,151,93,"Thursday, 2 February, 2023",12.8K,https://p16-sign-va.tiktokcdn.com/obj/tos-maliva-p-0068/0a79b0ac6e68450bb456a6c84a063e87_1675258662?x-expires=1675767600&x-signature=oOjpZAT9wWhWuA6cjpgfp93wYL4%3D,positive,test
Ada kah menteri2 sanggup kerja tanpa gaji atau elaun. Utang negara dah lebih satu trillion kena jimat cermat kak ooi,@kanagalingamvelaitham,Kanagalingam Velaitham ,0,0,"Thursday, 2 February, 2023",7/2/2023,https://www.tiktok.com/@ainurhassim/video/7195181136845229318,305,151,93,"Thursday, 2 February, 2023",12.8K,https://p16-sign-va.tiktokcdn.com/obj/tos-maliva-p-0068/0a79b0ac6e68450bb456a6c84a063e87_1675258662?x-expires=1675767600&x-signature=oOjpZAT9wWhWuA6cjpgfp93wYL4%3D,neutral,test
Masalah nya jika ada kekosongan jawatan penasihat... Ramai yg akan bagi pressure pada DSAI utk dapatkan jawatan tu.,@orangbujangbebas,Suhaimi Taha11 ,0,0,"Thursday, 2 February, 2023",7/2/2023,https://www.tiktok.com/@ainurhassim/video/7195181136845229318,305,151,93,"Thursday, 2 February, 2023",12.8K,https://p16-sign-va.tiktokcdn.com/obj/tos-maliva-p-0068/0a79b0ac6e68450bb456a6c84a063e87_1675258662?x-expires=1675767600&x-signature=oOjpZAT9wWhWuA6cjpgfp93wYL4%3D,positive,test
saaangattt betulll...,@jalaklentang,jalaklentang ,0,0,"Sunday, 5 February, 2023",7/2/2023,https://www.tiktok.com/@ainurhassim/video/7195181136845229318,305,151,93,"Thursday, 2 February, 2023",12.8K,https://p16-sign-va.tiktokcdn.com/obj/tos-maliva-p-0068/0a79b0ac6e68450bb456a6c84a063e87_1675258662?x-expires=1675767600&x-signature=oOjpZAT9wWhWuA6cjpgfp93wYL4%3D,negative,test
**nepo baby** — typo!!!,@ainurhassim,AinurHassim ,0,0,"Thursday, 2 February, 2023",7/2/2023,https://www.tiktok.com/@ainurhassim/video/7195181136845229318,305,151,93,"Thursday, 2 February, 2023",12.8K,https://p16-sign-va.tiktokcdn.com/obj/tos-maliva-p-0068/0a79b0ac6e68450bb456a6c84a063e87_1675258662?x-expires=1675767600&x-signature=oOjpZAT9wWhWuA6cjpgfp93wYL4%3D,neutral,test
"I totally agree, Cik Nurul Izzah to be penasihat to PMX, what wrong. Donald trump also do like this. Why are you angry. It is comfortable to hire",@joachimchaikh,Joachim Chai KH ,5,8,"Thursday, 2 February, 2023",7/2/2023,https://www.tiktok.com/@ainurhassim/video/7195181136845229318,305,151,93,"Thursday, 2 February, 2023",12.8K,https://p16-sign-va.tiktokcdn.com/obj/tos-maliva-p-0068/0a79b0ac6e68450bb456a6c84a063e87_1675258662?x-expires=1675767600&x-signature=oOjpZAT9wWhWuA6cjpgfp93wYL4%3D,neutral,test
I'm totally agree,@shafkamall,Shafaaton Taharin ,0,0,"Monday, 6 February, 2023",7/2/2023,https://www.tiktok.com/@ainurhassim/video/7195181136845229318,305,151,93,"Thursday, 2 February, 2023",12.8K,https://p16-sign-va.tiktokcdn.com/obj/tos-maliva-p-0068/0a79b0ac6e68450bb456a6c84a063e87_1675258662?x-expires=1675767600&x-signature=oOjpZAT9wWhWuA6cjpgfp93wYL4%3D,negative,test
btl tu puan... Malaysia bukan hak milik anuar..,@zamzam6996,Zam Zam6996 ,0,0,"Monday, 6 February, 2023",7/2/2023,https://www.tiktok.com/@ainurhassim/video/7195181136845229318,305,151,93,"Thursday, 2 February, 2023",12.8K,https://p16-sign-va.tiktokcdn.com/obj/tos-maliva-p-0068/0a79b0ac6e68450bb456a6c84a063e87_1675258662?x-expires=1675767600&x-signature=oOjpZAT9wWhWuA6cjpgfp93wYL4%3D,positive,test
Bagus cara you kupas persoalan yg terbuku ni,@faridahmanappp,Faridah Manap268 ,0,0,"Monday, 6 February, 2023",7/2/2023,https://www.tiktok.com/@ainurhassim/video/7195181136845229318,305,151,93,"Thursday, 2 February, 2023",12.8K,https://p16-sign-va.tiktokcdn.com/obj/tos-maliva-p-0068/0a79b0ac6e68450bb456a6c84a063e87_1675258662?x-expires=1675767600&x-signature=oOjpZAT9wWhWuA6cjpgfp93wYL4%3D,positive,test
😂😂😂,@user7445727675771,user7445727675771 ,0,0,"Sunday, 5 February, 2023",7/2/2023,https://www.tiktok.com/@ainurhassim/video/7195181136845229318,305,151,93,"Thursday, 2 February, 2023",12.8K,https://p16-sign-va.tiktokcdn.com/obj/tos-maliva-p-0068/0a79b0ac6e68450bb456a6c84a063e87_1675258662?x-expires=1675767600&x-signature=oOjpZAT9wWhWuA6cjpgfp93wYL4%3D,negative,test
betul tu sokong,@fatimahsalehahzak,mah ,0,0,"Sunday, 5 February, 2023",7/2/2023,https://www.tiktok.com/@ainurhassim/video/7195181136845229318,305,151,93,"Thursday, 2 February, 2023",12.8K,https://p16-sign-va.tiktokcdn.com/obj/tos-maliva-p-0068/0a79b0ac6e68450bb456a6c84a063e87_1675258662?x-expires=1675767600&x-signature=oOjpZAT9wWhWuA6cjpgfp93wYL4%3D,negative,test
betul tu,@mariadukor,maria ,0,0,"Sunday, 5 February, 2023",7/2/2023,https://www.tiktok.com/@ainurhassim/video/7195181136845229318,305,151,93,"Thursday, 2 February, 2023",12.8K,https://p16-sign-va.tiktokcdn.com/obj/tos-maliva-p-0068/0a79b0ac6e68450bb456a6c84a063e87_1675258662?x-expires=1675767600&x-signature=oOjpZAT9wWhWuA6cjpgfp93wYL4%3D,negative,test
"rakyat akan nilai kerja2 yg anak dsai buat Nanti, tuntonkan kpd umum kerja yg tak bergaji tu, ikhlas ke kerja tak da gaji, pen.kewa n.selang 8bilion",@dzudazul,DzudaZul ,0,0,"Saturday, 4 February, 2023",7/2/2023,https://www.tiktok.com/@ainurhassim/video/7195181136845229318,305,151,93,"Thursday, 2 February, 2023",12.8K,https://p16-sign-va.tiktokcdn.com/obj/tos-maliva-p-0068/0a79b0ac6e68450bb456a6c84a063e87_1675258662?x-expires=1675767600&x-signature=oOjpZAT9wWhWuA6cjpgfp93wYL4%3D,negative,test
Anwar Ibrahim trust NO ONE ! Anwar Ibrahim just trust his own daughters!,@user2133547650500,DewaSakti ,0,0,"Saturday, 4 February, 2023",7/2/2023,https://www.tiktok.com/@ainurhassim/video/7195181136845229318,305,151,93,"Thursday, 2 February, 2023",12.8K,https://p16-sign-va.tiktokcdn.com/obj/tos-maliva-p-0068/0a79b0ac6e68450bb456a6c84a063e87_1675258662?x-expires=1675767600&x-signature=oOjpZAT9wWhWuA6cjpgfp93wYL4%3D,negative,test
planing famly....hancing,@terciptanyaaku,G'reenForce ,0,0,"Saturday, 4 February, 2023",7/2/2023,https://www.tiktok.com/@ainurhassim/video/7195181136845229318,305,151,93,"Thursday, 2 February, 2023",12.8K,https://p16-sign-va.tiktokcdn.com/obj/tos-maliva-p-0068/0a79b0ac6e68450bb456a6c84a063e87_1675258662?x-expires=1675767600&x-signature=oOjpZAT9wWhWuA6cjpgfp93wYL4%3D,negative,test
setuju aje lahhh,@roslinahramly_,lina ,0,0,"Friday, 3 February, 2023",7/2/2023,https://www.tiktok.com/@ainurhassim/video/7195181136845229318,305,151,93,"Thursday, 2 February, 2023",12.8K,https://p16-sign-va.tiktokcdn.com/obj/tos-maliva-p-0068/0a79b0ac6e68450bb456a6c84a063e87_1675258662?x-expires=1675767600&x-signature=oOjpZAT9wWhWuA6cjpgfp93wYL4%3D,neutral,test
saya setuju,@ismailyunus313,ismailyunus313 ,0,0,"Friday, 3 February, 2023",7/2/2023,https://www.tiktok.com/@ainurhassim/video/7195181136845229318,305,151,93,"Thursday, 2 February, 2023",12.8K,https://p16-sign-va.tiktokcdn.com/obj/tos-maliva-p-0068/0a79b0ac6e68450bb456a6c84a063e87_1675258662?x-expires=1675767600&x-signature=oOjpZAT9wWhWuA6cjpgfp93wYL4%3D,negative,test
Ramai yg berkualiti but not free..ada baik dan buruknya..kite tunggu hasil dan kesan baru kritik,@azamlevine69,azamlevine69 ,0,0,"Thursday, 2 February, 2023",7/2/2023,https://www.tiktok.com/@ainurhassim/video/7195181136845229318,305,151,93,"Thursday, 2 February, 2023",12.8K,https://p16-sign-va.tiktokcdn.com/obj/tos-maliva-p-0068/0a79b0ac6e68450bb456a6c84a063e87_1675258662?x-expires=1675767600&x-signature=oOjpZAT9wWhWuA6cjpgfp93wYL4%3D,positive,test
As the PM already pledged that she will not be paid by Kerajaan the issue of her appointment is only a formality.,@maha_arif,Maha Arif ,0,0,"Thursday, 2 February, 2023",7/2/2023,https://www.tiktok.com/@ainurhassim/video/7195181136845229318,305,151,93,"Thursday, 2 February, 2023",12.8K,https://p16-sign-va.tiktokcdn.com/obj/tos-maliva-p-0068/0a79b0ac6e68450bb456a6c84a063e87_1675258662?x-expires=1675767600&x-signature=oOjpZAT9wWhWuA6cjpgfp93wYL4%3D,neutral,test
"... sensitive and "" Secret"". As these could involve National Security. But since she is not paid thus the appointment of "" adviser"" is most logical.",@maha_arif,Maha Arif ,1,0,"Thursday, 2 February, 2023",7/2/2023,https://www.tiktok.com/@ainurhassim/video/7195181136845229318,305,151,93,"Thursday, 2 February, 2023",12.8K,https://p16-sign-va.tiktokcdn.com/obj/tos-maliva-p-0068/0a79b0ac6e68450bb456a6c84a063e87_1675258662?x-expires=1675767600&x-signature=oOjpZAT9wWhWuA6cjpgfp93wYL4%3D,neutral,test
".. over dinner?
You failed to realise that DSAI officially appointing her as Adviser is so that she will have confidential gov docs and info that are.",@maha_arif,Maha Arif ,1,0,"Thursday, 2 February, 2023",7/2/2023,https://www.tiktok.com/@ainurhassim/video/7195181136845229318,305,151,93,"Thursday, 2 February, 2023",12.8K,https://p16-sign-va.tiktokcdn.com/obj/tos-maliva-p-0068/0a79b0ac6e68450bb456a6c84a063e87_1675258662?x-expires=1675767600&x-signature=oOjpZAT9wWhWuA6cjpgfp93wYL4%3D,neutral,test
""" Come on, come on"" don't get too excited. Thank God you not running Malaysia. Coz your idea that for Nurul to give advise to the PM she can discuss..",@maha_arif,Maha Arif ,1,0,"Thursday, 2 February, 2023",7/2/2023,https://www.tiktok.com/@ainurhassim/video/7195181136845229318,305,151,93,"Thursday, 2 February, 2023",12.8K,https://p16-sign-va.tiktokcdn.com/obj/tos-maliva-p-0068/0a79b0ac6e68450bb456a6c84a063e87_1675258662?x-expires=1675767600&x-signature=oOjpZAT9wWhWuA6cjpgfp93wYL4%3D,positive,test
whatever the people says we support the decision made by DSAI ❤️KITA BOLEH 👍 she is the best person,@williamkumar54,William Kumar ,1,0,"Thursday, 2 February, 2023",7/2/2023,https://www.tiktok.com/@ainurhassim/video/7195181136845229318,305,151,93,"Thursday, 2 February, 2023",12.8K,https://p16-sign-va.tiktokcdn.com/obj/tos-maliva-p-0068/0a79b0ac6e68450bb456a6c84a063e87_1675258662?x-expires=1675767600&x-signature=oOjpZAT9wWhWuA6cjpgfp93wYL4%3D,neutral,test
Agree,@zarina6310,Niza izto ,0,0,"Thursday, 2 February, 2023",7/2/2023,https://www.tiktok.com/@ainurhassim/video/7195181136845229318,305,151,93,"Thursday, 2 February, 2023",12.8K,https://p16-sign-va.tiktokcdn.com/obj/tos-maliva-p-0068/0a79b0ac6e68450bb456a6c84a063e87_1675258662?x-expires=1675767600&x-signature=oOjpZAT9wWhWuA6cjpgfp93wYL4%3D,negative,test
Betul you ckp itu Sis .,@user7851620616858,user7851620616858 ,0,0,"Thursday, 2 February, 2023",7/2/2023,https://www.tiktok.com/@ainurhassim/video/7195181136845229318,305,151,93,"Thursday, 2 February, 2023",12.8K,https://p16-sign-va.tiktokcdn.com/obj/tos-maliva-p-0068/0a79b0ac6e68450bb456a6c84a063e87_1675258662?x-expires=1675767600&x-signature=oOjpZAT9wWhWuA6cjpgfp93wYL4%3D,negative,test
hahahaha,@togiestylo,togiestylo ,0,0,"Monday, 6 February, 2023",7/2/2023,https://www.tiktok.com/@ainurhassim/video/7195181136845229318,305,151,93,"Thursday, 2 February, 2023",12.8K,https://p16-sign-va.tiktokcdn.com/obj/tos-maliva-p-0068/0a79b0ac6e68450bb456a6c84a063e87_1675258662?x-expires=1675767600&x-signature=oOjpZAT9wWhWuA6cjpgfp93wYL4%3D,neutral,test
setuju,@jafrinam797,Jafri Ab Rahman53 ,0,0,"Friday, 3 February, 2023",7/2/2023,https://www.tiktok.com/@ainurhassim/video/7195181136845229318,305,151,93,"Thursday, 2 February, 2023",12.8K,https://p16-sign-va.tiktokcdn.com/obj/tos-maliva-p-0068/0a79b0ac6e68450bb456a6c84a063e87_1675258662?x-expires=1675767600&x-signature=oOjpZAT9wWhWuA6cjpgfp93wYL4%3D,negative,test
krjaam ank beranak,@uncle_jai79,uncle jai ,0,0,"Monday, 6 February, 2023",7/2/2023,https://www.tiktok.com/@ainurhassim/video/7195181136845229318,305,151,93,"Thursday, 2 February, 2023",12.8K,https://p16-sign-va.tiktokcdn.com/obj/tos-maliva-p-0068/0a79b0ac6e68450bb456a6c84a063e87_1675258662?x-expires=1675767600&x-signature=oOjpZAT9wWhWuA6cjpgfp93wYL4%3D,neutral,test
"It a small matter lah sis, kita tak tau disebalik niat dia mungkin dapat juga menjaga Bapak dia yang dah 75 bukan muda beb, moga DSAI sehat selalu.",@yusoffishak130,yusoffishak130 ,1,0,"Monday, 6 February, 2023",7/2/2023,https://www.tiktok.com/@ainurhassim/video/7195181136845229318,305,151,93,"Thursday, 2 February, 2023",12.8K,https://p16-sign-va.tiktokcdn.com/obj/tos-maliva-p-0068/0a79b0ac6e68450bb456a6c84a063e87_1675258662?x-expires=1675767600&x-signature=oOjpZAT9wWhWuA6cjpgfp93wYL4%3D,negative,test
tak terasa kena kencing ke? 😁😁😁,@norizamdin,Norizam Din ,0,0,"Sunday, 5 February, 2023",7/2/2023,https://www.tiktok.com/@ainurhassim/video/7195181136845229318,305,151,93,"Thursday, 2 February, 2023",12.8K,https://p16-sign-va.tiktokcdn.com/obj/tos-maliva-p-0068/0a79b0ac6e68450bb456a6c84a063e87_1675258662?x-expires=1675767600&x-signature=oOjpZAT9wWhWuA6cjpgfp93wYL4%3D,neutral,test
"Terbaik awak cakap,tapi puak ni mana paham awak cakapkan ni yg dia orang tahu no komen 50 ringgit saja",@satrianeo877,Satrianeo877 ,0,0,"Sunday, 5 February, 2023",7/2/2023,https://www.tiktok.com/@ainurhassim/video/7195181136845229318,305,151,93,"Thursday, 2 February, 2023",12.8K,https://p16-sign-va.tiktokcdn.com/obj/tos-maliva-p-0068/0a79b0ac6e68450bb456a6c84a063e87_1675258662?x-expires=1675767600&x-signature=oOjpZAT9wWhWuA6cjpgfp93wYL4%3D,negative,test
"betul tu baru tahu ke
sekarang Malaysia ni company anak beranak senang cakap",@norlizahnuar,norlizahnuar ,0,0,"Saturday, 4 February, 2023",7/2/2023,https://www.tiktok.com/@ainurhassim/video/7195181136845229318,305,151,93,"Thursday, 2 February, 2023",12.8K,https://p16-sign-va.tiktokcdn.com/obj/tos-maliva-p-0068/0a79b0ac6e68450bb456a6c84a063e87_1675258662?x-expires=1675767600&x-signature=oOjpZAT9wWhWuA6cjpgfp93wYL4%3D,neutral,test
ape lagi yg rakyat mcm lu blih buat klu bang non nk lantik ank beranak dia dlm kabinet negara kan kan😂😂,@matdrosdrosleman,Mat Dros Dros Leman ,0,0,"Saturday, 4 February, 2023",7/2/2023,https://www.tiktok.com/@ainurhassim/video/7195181136845229318,305,151,93,"Thursday, 2 February, 2023",12.8K,https://p16-sign-va.tiktokcdn.com/obj/tos-maliva-p-0068/0a79b0ac6e68450bb456a6c84a063e87_1675258662?x-expires=1675767600&x-signature=oOjpZAT9wWhWuA6cjpgfp93wYL4%3D,negative,test
anak dengan papa xda gaji......sebab tu diaorang tak tolong rakyat..... duit diaorang simpan sendiri,@hwayoung971,Hwayoung ,0,0,"Saturday, 4 February, 2023",7/2/2023,https://www.tiktok.com/@ainurhassim/video/7195181136845229318,305,151,93,"Thursday, 2 February, 2023",12.8K,https://p16-sign-va.tiktokcdn.com/obj/tos-maliva-p-0068/0a79b0ac6e68450bb456a6c84a063e87_1675258662?x-expires=1675767600&x-signature=oOjpZAT9wWhWuA6cjpgfp93wYL4%3D,negative,test
bagus rayat Malaysia pecat pmx,@user00345281,cucu ,0,0,"Saturday, 4 February, 2023",7/2/2023,https://www.tiktok.com/@ainurhassim/video/7195181136845229318,305,151,93,"Thursday, 2 February, 2023",12.8K,https://p16-sign-va.tiktokcdn.com/obj/tos-maliva-p-0068/0a79b0ac6e68450bb456a6c84a063e87_1675258662?x-expires=1675767600&x-signature=oOjpZAT9wWhWuA6cjpgfp93wYL4%3D,neutral,test
mmg nepotisma,@tholiban123,Tholiban123 ,0,0,"Saturday, 4 February, 2023",7/2/2023,https://www.tiktok.com/@ainurhassim/video/7195181136845229318,305,151,93,"Thursday, 2 February, 2023",12.8K,https://p16-sign-va.tiktokcdn.com/obj/tos-maliva-p-0068/0a79b0ac6e68450bb456a6c84a063e87_1675258662?x-expires=1675767600&x-signature=oOjpZAT9wWhWuA6cjpgfp93wYL4%3D,neutral,test
siapa you .tak kenal pun,@yappeyappe,Yappe Yappe ,0,0,"Saturday, 4 February, 2023",7/2/2023,https://www.tiktok.com/@ainurhassim/video/7195181136845229318,305,151,93,"Thursday, 2 February, 2023",12.8K,https://p16-sign-va.tiktokcdn.com/obj/tos-maliva-p-0068/0a79b0ac6e68450bb456a6c84a063e87_1675258662?x-expires=1675767600&x-signature=oOjpZAT9wWhWuA6cjpgfp93wYL4%3D,negative,test
