tiktok_link,tiktok_description,tiktok_hashtag,Username,Views,posted_date,extracted_date
https://www.tiktok.com/@sofikanza/video/7126817119433510171,bicara tentang pengorbanan dan kesetiaan #hamil  #pengorbananistri  #pengorbananibumelahirkan  #suamisetia  #sakinahmawaddahwarahmah ,#hamil #pengorbananistri #pengorbananibumelahirkan #suamisetia #sakinahmawaddahwarahmah,sofikanza,358.2K,2022-8-1,2023-02-01
https://www.tiktok.com/@assoc.prof.drnikrahim/video/7050625117818342682,Nak berpoligami? Boleh.. Tapi tengok video ini dulu.  #poligami  #poligamirahmah  #drnikrahim  #tiktokguru_malaysia  @prof.madya.dr.nik ,#poligami #poligamirahmah #drnikrahim #tiktokguru_malaysia,assoc.prof.drnikrahim,116.5K,2022-1-8,2023-02-01
https://www.tiktok.com/@ahmadwidani/video/7147924017264053530,Semoga bisa kesini bareng pasangan Halal masing2 🥰🤲 #ahmadwidani  #jabalrahmah  #mekkah  ,#ahmadwidani #jabalrahmah #mekkah,ahmadwidani,404.9K,2022-9-27,2023-02-01
https://www.tiktok.com/@odonlulusayang/video/6994661673147583771,#kulitayamcrispy  #menuviral  #menusenang ,#kulitayamcrispy #menuviral #menusenang,odonlulusayang,29K,2021-8-10,2023-02-01
https://www.tiktok.com/@tiurmanurung03/video/7146403563349036315,Sakinah mawaddah warahmah abangku @SURYAMANURUNG  @shasapuspitadewi  #suryamanurung  #keluargmanurung  ,#suryamanurung #keluargmanurung,tiurmanurung03,1.6M,2022-9-23,2023-02-01
https://www.tiktok.com/@nidaurrahmah_/video/7086259961013095706,Definisi sukses menurut Husein #huseinbasyaiban ,#huseinbasyaiban,nidaurrahmah_,197.6K,2022-4-14,2023-02-01
https://www.tiktok.com/@nataliya_thekeriaball/video/6996136581375544602,"Suka mud chocolate rice from @sukadessert  , selalu makan and one if my favourite dlm menu sukadessert tu. 🥰 bahan mmg premium. #foodreview ",#foodreview,nataliya_thekeriaball,27.1K,2021-8-14,2023-02-01
https://www.tiktok.com/@iqdinzlyofficial/video/7126173634602847514,Selamat pulang ke rahmahtullah Allahyarham Pak Hussein yang dikasihi Allah & sekalian alam. Kematian ini amat dicemburui & rindu dendam #Alfatihah  . #fyp ,#Alfatihah #fyp,iqdinzlyofficial,78.7K,2022-7-30,2023-02-01
https://www.tiktok.com/@ilmalaila22/video/7144663258409078043,Replying to @nurrahmahsafa  ini manhwa masih seru buat dibaca kok 😄 #manhwa  #manhwareccomendation  #iwannabeyou  #yourthrone  #webtoon  #webtoonrecommendation ,#manhwa #manhwareccomendation #iwannabeyou #yourthrone #webtoon #webtoonrecommendation,ilmalaila22,47.8K,2022-9-18,2023-02-01
https://www.tiktok.com/@asrunac/video/7140966375207619866,"19.15 Mawaddah, Warahmah. #ustadzabdulsomad  #dakwah  #uas  #podcastdanielmananta  #fypシ  ",#ustadzabdulsomad #dakwah #uas #podcastdanielmananta #fyp,asrunac,20.2K,2022-9-8,2023-02-01
https://www.tiktok.com/@muliadihusu/video/7066033134910868763,Akhirnya Marc Marques Menemukan cinta terakhirnya di kampungnya La justin Bieber #fypシ  #viral ,#fyp #viral,muliadihusu,1.4M,2022-2-18,2023-02-01
